time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,train/approx_kl,train/learning_rate,train/std,train/explained_variance,train/clip_range,train/clip_fraction,train/entropy_loss,train/value_loss,train/n_updates,train/policy_gradient_loss,train/loss
1048576,887.964111328125,32,800.0,210,4973,0.032373473,0.00015,0.17942185699939728,0.9387040138244629,0.2,0.3781483968098958,6.284615344057481,0.03889954033851003,186,-0.003040210262649149,0.010784879326820374
1081344,916.866943359375,33,800.0,217,4976,0.03168641,0.00015,0.17942866683006287,0.9342136383056641,0.2,0.3693491617838542,6.278355583548546,0.03639692559469646,192,-0.003629859518696321,0.009572375565767288
1114112,922.9736938476562,34,800.0,223,4975,0.03181351,0.00015,0.1793658286333084,0.9322217702865601,0.2,0.3723602294921875,6.285146111001571,0.03364014932594728,198,-0.002578685562487711,0.01472247950732708
1146880,920.5828857421875,35,800.0,230,4975,0.031834222,0.00015,0.1792837381362915,0.9457371234893799,0.2,0.375152587890625,6.2960000410676,0.03507805764578128,204,-0.0018875615957464713,0.007650355808436871
1179648,898.1239013671875,36,792.0,237,4977,0.033052295,0.00015,0.17927062511444092,0.9350637793540955,0.2,0.3712921142578125,6.301307472089927,0.038876553255249746,210,-0.004110437007814956,0.004611430689692497
1212416,914.0228881835938,37,792.0,243,4978,0.033281792,0.00015,0.1792723387479782,0.9363890886306763,0.2,0.3801422119140625,6.2991157459716005,0.035990833586159475,216,-0.0037374682985197674,0.01248462125658989
1245184,890.9291381835938,38,796.0,250,4977,0.03201049,0.00015,0.17924606800079346,0.9365108013153076,0.2,0.3707326253255208,6.305412100007136,0.03647774052903211,222,-0.003686707973126128,0.013559969142079353
1277952,897.483154296875,39,800.0,256,4980,0.033054724,0.00015,0.17931070923805237,0.9417895078659058,0.2,0.3772939046223958,6.300040307144324,0.0337995403072758,228,-0.0026810686770962397,0.012698207050561905
1310720,927.8004150390625,40,800.0,263,4982,0.034251392,0.00015,0.17934197187423706,0.9356746673583984,0.2,0.3823649088541667,6.293393379698197,0.03757427407739063,234,-0.002763899172350648,0.023310711607336998
1343488,919.6242065429688,41,800.0,269,4983,0.033046503,0.00015,0.1791316270828247,0.9329778552055359,0.2,0.3831583658854167,6.306925855576992,0.03215460793095796,240,-0.0024563563135113022,-0.00393325462937355
1376256,915.79931640625,42,800.0,276,4984,0.034371987,0.00015,0.17892701923847198,0.9384406805038452,0.2,0.3784637451171875,6.335502408444881,0.03735652159957681,246,-0.0039298712163144955,-0.0013038795441389084
1409024,916.3621826171875,43,800.0,282,4984,0.034741018,0.00015,0.1789274960756302,0.9206110239028931,0.2,0.38555908203125,6.33875846862793,0.03281539552699542,252,-0.00366645991440843,-0.008060546591877937
