t_s,tick,seg,phase,joint,t_send_s,t_recv_s,overrun,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,cur_a,load_pct,volt,temp_c
1.7466,-173,-1,glide,-1,1.7466,1.7557,0,-0.527,-21.885,58.271,0.703,-11.953,42.363,2.461,-24.873,73.652,2.373,0.967,73.389,1.670,-17.578,77.432,-0.967,-18.809,67.939,-0.519,-21.559,57.581,0.714,-11.762,41.976,2.445,-24.551,72.754,2.321,0.979,72.575,1.666,-17.355,76.736,-0.932,-18.526,67.117,0.006,2.4,12.00,32.0
1.7564,-172,-1,glide,-1,1.7564,1.7654,0,-0.527,-21.885,58.184,0.703,-11.953,42.275,2.461,-24.873,73.564,2.373,0.967,73.301,1.670,-17.578,77.344,-0.967,-18.809,67.764,-0.518,-21.498,57.437,0.716,-11.727,41.872,2.442,-24.491,72.571,2.311,0.981,72.393,1.666,-17.313,76.543,-0.925,-18.474,66.948,0.013,5.6,12.10,30.0
1.7760,-171,-1,glide,-1,1.7760,1.7848,0,-0.527,-21.797,58.096,0.703,-11.953,42.188,2.461,-24.697,73.477,2.373,0.967,73.037,1.670,-17.402,76.992,-0.967,-18.809,67.588,-0.516,-21.433,57.281,0.718,-11.689,41.760,2.439,-24.427,72.374,2.301,0.984,72.195,1.665,-17.269,76.334,-0.918,-18.417,66.767,0.013,5.6,12.10,30.0
1.7855,-170,-1,glide,-1,1.7855,1.7942,0,-0.527,-21.797,58.008,0.703,-11.953,42.100,2.461,-24.609,73.477,2.373,0.967,72.861,1.670,-17.402,76.904,-0.967,-18.809,67.500,-0.515,-21.363,57.114,0.721,-11.648,41.640,2.436,-24.358,72.163,2.290,0.986,71.984,1.664,-17.221,76.110,-0.911,-18.357,66.572,0.013,5.6,12.10,30.0
1.7950,-169,-1,glide,-1,1.7950,1.8044,0,-0.527,-21.709,58.008,0.703,-11.865,42.012,2.461,-24.521,73.389,2.373,0.967,72.598,1.670,-17.402,76.729,-0.967,-18.809,67.412,-0.513,-21.289,56.937,0.723,-11.604,41.511,2.432,-24.284,71.938,2.278,0.989,71.758,1.663,-17.170,75.871,-0.903,-18.292,66.364,0.013,5.6,12.10,30.0
1.8051,-168,-1,glide,-1,1.8051,1.8140,0,-0.527,-21.709,57.920,0.703,-11.865,41.924,2.461,-24.521,73.301,2.373,0.967,72.510,1.670,-17.490,76.641,-0.967,-18.809,67.324,-0.511,-21.210,56.748,0.726,-11.558,41.375,2.428,-24.206,71.699,2.265,0.992,71.518,1.663,-17.116,75.617,-0.894,-18.224,66.143,0.013,5.6,12.10,30.0
1.8147,-167,-1,glide,-1,1.8147,1.8238,0,-0.527,-21.621,57.832,0.703,-11.777,41.836,2.461,-24.521,73.125,2.373,0.967,72.422,1.670,-17.490,76.465,-0.967,-18.809,67.236,-0.509,-21.126,56.548,0.729,-11.509,41.231,2.424,-24.123,71.446,2.252,0.995,71.265,1.662,-17.059,75.349,-0.885,-18.151,65.910,0.013,5.6,12.10,30.0
1.8245,-166,-1,glide,-1,1.8245,1.8338,0,-0.527,-21.621,57.744,0.703,-11.777,41.748,2.461,-24.521,73.037,2.373,0.967,72.246,1.670,-17.490,76.201,-0.967,-18.721,67.148,-0.507,-21.038,56.338,0.732,-11.458,41.079,2.420,-24.036,71.180,2.238,0.998,70.998,1.661,-16.998,75.066,-0.876,-18.075,65.664,0.013,5.6,12.10,30.0
1.8345,-165,-1,glide,-1,1.8345,1.8439,0,-0.527,-21.533,57.656,0.703,-11.777,41.660,2.461,-24.521,72.861,2.373,0.967,72.070,1.670,-17.402,76.113,-0.967,-18.721,66.973,-0.505,-20.946,56.118,0.735,-11.404,40.919,2.416,-23.945,70.900,2.223,1.002,70.718,1.660,-16.935,74.770,-0.866,-17.995,65.406,0.013,5.6,12.10,30.0
1.8446,-164,-1,glide,-1,1.8446,1.8537,0,-0.527,-21.445,57.480,0.703,-11.777,41.572,2.461,-24.434,72.773,2.373,0.967,71.719,1.670,-17.314,75.938,-0.967,-18.633,66.797,-0.502,-20.849,55.887,0.738,-11.347,40.753,2.411,-23.849,70.608,2.208,1.005,70.425,1.659,-16.869,74.459,-0.855,-17.911,65.136,0.013,5.6,12.10,30.0
1.8545,-163,-1,glide,-1,1.8545,1.8637,0,-0.527,-21.357,57.305,0.703,-11.777,41.484,2.461,-24.258,72.598,2.373,0.967,71.631,1.670,-17.314,75.762,-0.967,-18.545,66.709,-0.500,-20.748,55.646,0.741,-11.288,40.579,2.406,-23.750,70.303,2.192,1.009,70.119,1.657,-16.800,74.135,-0.844,-17.824,64.855,0.013,5.6,12.10,30.0
1.8644,-162,-1,glide,-1,1.8644,1.8734,0,-0.527,-21.270,57.217,0.703,-11.777,41.309,2.461,-24.082,72.510,2.373,0.967,71.455,1.670,-17.227,75.586,-0.967,-18.457,66.533,-0.497,-20.643,55.395,0.745,-11.226,40.397,2.401,-23.646,69.985,2.175,1.013,69.800,1.656,-16.728,73.798,-0.833,-17.733,64.561,0.019,10.8,12.00,32.0
1.8841,-161,-1,glide,-1,1.8841,1.8934,0,-0.527,-21.182,56.865,0.703,-11.689,41.045,2.461,-23.906,72.070,2.285,0.967,71.191,1.670,-17.139,75.234,-0.967,-18.369,66.182,-0.494,-20.534,55.134,0.748,-11.163,40.209,2.396,-23.538,69.655,2.158,1.017,69.469,1.655,-16.653,73.448,-0.821,-17.638,64.257,0.019,10.8,12.00,32.0
1.8942,-160,-1,glide,-1,1.8942,1.9036,0,-0.527,-21.094,56.689,0.703,-11.602,40.957,2.461,-23.906,71.895,2.285,0.967,70.928,1.670,-17.139,75.059,-0.967,-18.281,66.006,-0.492,-20.421,54.864,0.752,-11.096,40.014,2.391,-23.426,69.313,2.140,1.021,69.126,1.654,-16.576,73.085,-0.809,-17.540,63.941,0.019,10.8,12.00,32.0
1.9047,-159,-1,glide,-1,1.9047,1.9139,0,-0.527,-21.006,56.514,0.703,-11.514,40.781,2.461,-23.818,71.631,2.285,0.967,70.752,1.670,-17.139,74.883,-0.967,-18.193,65.742,-0.489,-20.304,54.585,0.756,-11.028,39.812,2.385,-23.310,68.958,2.121,1.026,68.771,1.653,-16.495,72.709,-0.797,-17.439,63.614,0.019,10.8,12.00,32.0
1.9147,-158,-1,glide,-1,1.9147,1.9243,0,-0.527,-20.918,56.338,0.703,-11.426,40.693,2.461,-23.730,71.455,2.285,0.967,70.488,1.670,-17.139,74.531,-0.879,-18.193,65.654,-0.486,-20.183,54.296,0.760,-10.957,39.603,2.379,-23.191,68.592,2.102,1.030,68.404,1.651,-16.412,72.320,-0.783,-17.334,63.276,0.019,10.8,12.00,32.0
1.9250,-157,-1,glide,-1,1.9250,1.9342,0,-0.527,-20.830,56.162,0.703,-11.338,40.518,2.461,-23.643,71.191,2.285,0.967,70.312,1.670,-17.139,74.355,-0.879,-18.105,65.391,-0.483,-20.058,53.998,0.764,-10.884,39.388,2.373,-23.067,68.215,2.082,1.035,68.026,1.650,-16.327,71.920,-0.770,-17.226,62.928,0.019,10.8,12.00,32.0
1.9350,-156,-1,glide,-1,1.9350,1.9441,0,-0.527,-20.742,55.986,0.703,-11.250,40.430,2.461,-23.555,70.928,2.285,0.967,70.049,1.670,-17.051,74.092,-0.879,-18.018,65.303,-0.480,-19.930,53.691,0.769,-10.809,39.166,2.367,-22.940,67.826,2.061,1.040,67.636,1.649,-16.239,71.507,-0.756,-17.114,62.569,0.019,10.8,12.00,32.0
1.9449,-155,-1,glide,-1,1.9449,1.9538,0,-0.527,-20.654,55.811,0.703,-11.250,40.254,2.461,-23.379,70.664,2.197,0.967,69.873,1.670,-16.963,73.828,-0.879,-17.930,65.039,-0.477,-19.798,53.375,0.773,-10.731,38.938,2.361,-22.810,67.426,2.040,1.044,67.235,1.647,-16.148,71.083,-0.742,-17.000,62.200,0.019,10.8,12.00,32.0
1.9546,-154,-1,glide,-1,1.9546,1.9635,0,-0.527,-20.566,55.635,0.703,-11.162,40.078,2.461,-23.379,70.488,2.109,0.967,69.697,1.670,-16.875,73.564,-0.879,-17.842,64.775,-0.473,-19.662,53.051,0.778,-10.652,38.704,2.354,-22.676,67.016,2.019,1.050,66.824,1.646,-16.055,70.647,-0.727,-16.882,61.821,0.019,10.8,12.00,32.0
1.9642,-153,-1,glide,-1,1.9642,1.9767,0,-0.527,-20.479,55.371,0.703,-11.074,39.902,2.461,-23.203,70.137,2.109,0.967,69.258,1.670,-16.699,73.213,-0.879,-17.754,64.512,-0.470,-19.523,52.719,0.782,-10.570,38.464,2.347,-22.538,66.595,1.997,1.055,66.401,1.644,-15.960,70.200,-0.712,-16.762,61.432,0.019,12.0,12.00,32.0
1.9876,-152,-1,glide,-1,1.9876,1.9970,0,-0.527,-20.215,54.844,0.703,-10.986,39.463,2.461,-22.939,69.697,2.109,0.967,68.643,1.670,-16.523,72.686,-0.879,-17.490,63.984,-0.466,-19.380,52.378,0.787,-10.487,38.218,2.341,-22.397,66.163,1.974,1.060,65.969,1.642,-15.862,69.742,-0.697,-16.638,61.034,0.019,12.0,12.00,32.0
1.9977,-151,-1,glide,-1,1.9977,2.0064,0,-0.527,-20.127,54.668,0.703,-10.898,39.287,2.461,-22.852,69.434,2.021,0.967,68.379,1.670,-16.436,72.422,-0.879,-17.402,63.721,-0.463,-19.234,52.029,0.792,-10.401,37.966,2.334,-22.253,65.721,1.951,1.065,65.526,1.641,-15.762,69.273,-0.681,-16.511,60.626,0.019,12.0,12.00,32.0
2.0072,-150,-1,glide,-1,2.0072,2.0162,0,-0.527,-20.039,54.492,0.703,-10.811,39.199,2.461,-22.764,69.170,2.021,0.967,68.203,1.670,-16.436,72.158,-0.791,-17.314,63.545,-0.459,-19.085,51.672,0.797,-10.314,37.708,2.326,-22.105,65.269,1.927,1.071,65.073,1.639,-15.660,68.794,-0.665,-16.382,60.209,0.019,12.0,12.00,32.0
2.0170,-149,-1,glide,-1,2.0170,2.0260,0,-0.527,-19.863,54.229,0.703,-10.723,39.023,2.461,-22.676,68.906,2.021,0.967,67.939,1.670,-16.348,71.807,-0.703,-17.227,63.193,-0.456,-18.932,51.308,0.802,-10.225,37.445,2.319,-21.954,64.807,1.902,1.077,64.610,1.638,-15.555,68.304,-0.649,-16.250,59.783,0.019,12.0,12.00,32.0
2.0268,-148,-1,glide,-1,2.0268,2.0358,0,-0.527,-19.863,54.053,0.703,-10.723,38.848,2.461,-22.588,68.555,2.021,0.967,67.676,1.670,-16.260,71.543,-0.703,-17.139,63.018,-0.452,-18.776,50.936,0.807,-10.133,37.176,2.312,-21.800,64.336,1.878,1.082,64.138,1.636,-15.449,67.804,-0.632,-16.115,59.348,0.019,12.0,12.00,32.0
2.0365,-147,-1,glide,-1,2.0365,2.0455,0,-0.527,-19.688,53.789,0.703,-10.635,38.672,2.461,-22.412,68.291,2.021,0.967,67.324,1.670,-16.260,71.191,-0.703,-17.051,62.754,-0.448,-18.617,50.557,0.813,-10.041,36.902,2.304,-21.643,63.856,1.852,1.088,63.656,1.634,-15.340,67.294,-0.615,-15.977,58.905,0.019,12.0,12.00,32.0
2.0462,-146,-1,glide,-1,2.0462,2.0548,0,-0.527,-19.600,53.613,0.703,-10.547,38.496,2.461,-22.236,68.027,2.021,0.967,67.148,1.670,-16.172,70.928,-0.703,-16.963,62.490,-0.444,-18.455,50.170,0.818,-9.946,36.622,2.296,-21.483,63.366,1.826,1.094,63.165,1.632,-15.229,66.774,-0.597,-15.837,58.453,0.019,12.0,12.00,32.0
2.0555,-145,-1,glide,-1,2.0555,2.0644,0,-0.527,-19.512,53.350,0.703,-10.459,38.320,2.461,-22.148,67.764,2.021,0.967,66.797,1.670,-16.084,70.664,-0.703,-16.875,62.227,-0.440,-18.291,49.776,0.824,-9.849,36.338,2.288,-21.320,62.867,1.800,1.101,62.665,1.631,-15.116,66.245,-0.580,-15.694,57.992,0.019,12.0,12.00,32.0
2.0651,-144,-1,glide,-1,2.0651,2.0739,0,-0.527,-19.336,53.174,0.703,-10.371,38.145,2.461,-22.061,67.500,1.934,0.967,66.445,1.670,-15.996,70.312,-0.703,-16.699,61.963,-0.436,-18.123,49.376,0.829,-9.751,36.049,2.280,-21.154,62.360,1.773,1.107,62.157,1.629,-15.001,65.707,-0.562,-15.549,57.524,0.019,12.0,12.00,32.0
2.0747,-143,-1,glide,-1,2.0747,2.0837,0,-0.527,-19.248,52.822,0.703,-10.283,37.881,2.461,-21.973,67.148,1.934,0.967,66.182,1.670,-15.908,69.961,-0.703,-16.611,61.699,-0.432,-17.952,48.969,0.835,-9.651,35.755,2.272,-20.986,61.844,1.746,1.113,61.640,1.627,-14.884,65.160,-0.543,-15.401,57.048,0.019,14.8,12.00,32.0
2.0945,-142,-1,glide,-1,2.0945,2.1033,0,-0.527,-18.984,52.295,0.703,-10.107,37.441,2.461,-21.621,66.533,1.758,0.967,65.479,1.670,-15.645,69.170,-0.703,-16.348,60.996,-0.427,-17.779,48.555,0.841,-9.550,35.456,2.264,-20.814,61.320,1.719,1.120,61.114,1.625,-14.766,64.603,-0.525,-15.251,56.565,0.019,14.8,12.00,32.0
2.1041,-141,-1,glide,-1,2.1041,2.1133,0,-0.527,-18.809,52.031,0.703,-10.107,37.266,2.461,-21.533,66.182,1.758,0.967,65.127,1.670,-15.645,68.818,-0.703,-16.260,60.732,-0.423,-17.603,48.135,0.847,-9.447,35.152,2.255,-20.641,60.788,1.691,1.126,60.581,1.623,-14.645,64.039,-0.506,-15.098,56.074,0.019,14.8,12.00,32.0
2.1141,-140,-1,glide,-1,2.1141,2.1226,0,-0.527,-18.721,51.768,0.703,-10.020,37.002,2.461,-21.357,65.830,1.758,0.967,64.775,1.670,-15.557,68.555,-0.703,-16.172,60.381,-0.419,-17.425,47.709,0.853,-9.343,34.844,2.247,-20.464,60.248,1.662,1.133,60.040,1.621,-14.523,63.466,-0.486,-14.944,55.575,0.019,14.8,12.00,32.0
2.1233,-139,-1,glide,-1,2.1233,2.1322,0,-0.527,-18.633,51.504,0.703,-9.932,36.826,2.461,-21.270,65.479,1.758,0.967,64.424,1.670,-15.469,68.203,-0.615,-15.996,60.117,-0.414,-17.244,47.277,0.859,-9.237,34.532,2.238,-20.285,59.701,1.633,1.139,59.491,1.619,-14.399,62.885,-0.467,-14.787,55.070,0.019,14.8,12.00,32.0
2.1329,-138,-1,glide,-1,2.1329,2.1416,0,-0.527,-18.457,51.152,0.703,-9.844,36.650,2.461,-21.094,65.215,1.758,0.967,64.072,1.670,-15.293,67.852,-0.615,-15.908,59.766,-0.410,-17.060,46.839,0.865,-9.129,34.216,2.229,-20.104,59.146,1.604,1.146,58.935,1.617,-14.273,62.296,-0.447,-14.628,54.558,0.019,14.8,12.00,32.0
2.1423,-137,-1,glide,-1,2.1423,2.1513,0,-0.527,-18.281,50.977,0.703,-9.756,36.387,2.461,-21.006,64.863,1.758,0.967,63.809,1.670,-15.205,67.500,-0.615,-15.820,59.502,-0.405,-16.875,46.395,0.871,-9.020,33.895,2.220,-19.920,58.584,1.574,1.153,58.371,1.615,-14.146,61.699,-0.427,-14.467,54.039,0.019,14.8,12.00,32.0
2.1521,-136,-1,glide,-1,2.1521,2.1609,0,-0.527,-18.105,50.625,0.703,-9.668,36.123,2.461,-20.830,64.512,1.758,0.967,63.457,1.670,-15.117,67.148,-0.615,-15.645,59.150,-0.401,-16.686,45.946,0.878,-8.910,33.571,2.211,-19.734,58.015,1.544,1.160,57.801,1.613,-14.017,61.096,-0.407,-14.304,53.514,0.019,14.8,12.00,32.0
2.1616,-135,-1,glide,-1,2.1616,2.1700,0,-0.527,-18.018,50.361,0.703,-9.580,35.947,2.461,-20.742,64.248,1.758,0.967,63.105,1.670,-15.117,66.797,-0.615,-15.557,58.799,-0.396,-16.496,45.491,0.884,-8.799,33.242,2.202,-19.546,57.439,1.514,1.167,57.224,1.611,-13.887,60.484,-0.386,-14.139,52.982,0.019,14.8,12.00,32.0
2.1708,-134,-1,glide,-1,2.1708,2.1798,0,-0.527,-17.842,50.010,0.703,-9.492,35.684,2.461,-20.566,63.896,1.582,1.055,62.754,1.670,-15.029,66.445,-0.615,-15.381,58.535,-0.392,-16.304,45.031,0.891,-8.686,32.910,2.193,-19.356,56.857,1.483,1.174,56.640,1.609,-13.755,59.866,-0.366,-13.972,52.445,0.019,14.8,12.00,32.0
2.1806,-133,-1,glide,-1,2.1806,2.1898,0,-0.527,-17.754,49.746,0.703,-9.404,35.420,2.373,-20.391,63.545,1.582,1.055,62.402,1.670,-14.854,66.182,-0.527,-15.205,58.184,-0.387,-16.109,44.567,0.897,-8.572,32.574,2.183,-19.163,56.268,1.452,1.182,56.050,1.607,-13.622,59.242,-0.345,-13.803,51.901,0.026,7.2,12.00,30.0
2.2004,-132,-1,glide,-1,2.2004,2.2098,0,-0.527,-17.402,49.043,0.703,-9.229,34.893,2.373,-20.039,62.842,1.582,1.055,61.699,1.670,-14.590,65.391,-0.352,-15.029,57.480,-0.382,-15.912,44.097,0.904,-8.457,32.235,2.174,-18.969,55.673,1.421,1.189,55.453,1.605,-13.487,58.611,-0.323,-13.633,51.352,0.026,7.2,12.00,30.0
2.2106,-131,-1,glide,-1,2.2106,2.2193,0,-0.527,-17.227,48.691,0.703,-9.141,34.629,2.373,-19.863,62.490,1.582,1.055,61.348,1.670,-14.502,65.039,-0.352,-14.854,57.217,-0.377,-15.714,43.623,0.910,-8.341,31.892,2.164,-18.773,55.072,1.389,1.196,54.851,1.602,-13.351,57.973,-0.302,-13.461,50.798,0.026,7.2,12.00,30.0
2.2200,-130,-1,glide,-1,2.2200,2.2284,0,-0.527,-17.051,48.340,0.703,-9.053,34.365,2.373,-19.688,62.139,1.582,1.055,60.996,1.670,-14.414,64.688,-0.352,-14.678,56.865,-0.372,-15.513,43.144,0.917,-8.224,31.546,2.155,-18.575,54.466,1.358,1.204,54.243,1.600,-13.214,57.330,-0.280,-13.287,50.238,0.026,7.2,12.00,30.0
2.2292,-129,-1,glide,-1,2.2292,2.2378,0,-0.527,-16.963,48.076,0.703,-8.965,34.102,2.373,-19.600,61.787,1.582,1.055,60.645,1.670,-14.326,64.336,-0.352,-14.590,56.514,-0.367,-15.311,42.661,0.924,-8.105,31.198,2.145,-18.375,53.854,1.325,1.211,53.630,1.598,-13.075,56.680,-0.259,-13.112,49.673,0.026,7.2,12.00,30.0
2.2412,-128,-1,glide,-1,2.2412,2.2502,0,-0.439,-16.699,47.637,0.703,-8.789,33.750,2.373,-19.336,61.348,1.582,1.055,60.293,1.670,-14.238,63.984,-0.352,-14.414,56.074,-0.362,-15.107,42.174,0.931,-7.986,30.846,2.135,-18.173,53.237,1.293,1.219,53.011,1.596,-12.935,56.025,-0.237,-12.935,49.104,0.026,7.2,12.00,30.0
2.2814,-127,-1,glide,-1,2.2814,2.2907,0,-0.264,-16.084,46.230,0.703,-8.350,32.695,2.373,-18.721,59.941,1.318,1.055,58.799,1.670,-13.711,62.490,-0.352,-13.799,54.668,-0.357,-14.901,41.683,0.938,-7.865,30.491,2.125,-17.970,52.615,1.260,1.227,52.388,1.593,-12.795,55.365,-0.215,-12.757,48.530,0.026,6.8,12.00,29.0
2.3214,-126,-1,glide,-1,2.3214,2.3308,0,-0.264,-15.557,44.912,0.703,-8.086,31.729,2.373,-18.457,58.535,1.318,1.055,57.393,1.670,-13.447,60.996,-0.352,-13.184,53.174,-0.352,-14.694,41.188,0.945,-7.744,30.133,2.115,-17.765,51.988,1.227,1.234,51.759,1.591,-12.653,54.700,-0.192,-12.577,47.951,0.026,6.8,12.00,29.0
2.3614,-125,-1,glide,-1,2.3614,2.3708,0,-0.264,-15.117,43.682,0.703,-7.910,30.938,2.373,-17.930,57.129,1.318,1.055,56.074,1.670,-13.359,59.678,-0.264,-12.656,51.855,-0.347,-14.485,40.689,0.952,-7.622,29.773,2.105,-17.558,51.356,1.194,1.242,51.126,1.589,-12.510,54.030,-0.170,-12.396,47.368,0.026,6.8,12.00,29.0
2.4014,-124,-1,glide,-1,2.4014,2.4110,0,-0.264,-14.854,42.715,0.703,-7.822,30.410,2.373,-17.754,55.723,1.230,1.055,54.580,1.670,-13.184,58.184,-0.176,-12.568,50.889,-0.342,-14.275,40.187,0.959,-7.499,29.410,2.095,-17.350,50.720,1.160,1.250,50.489,1.587,-12.366,53.355,-0.147,-12.214,46.781,0.039,7.6,12.00,30.0
2.4414,-123,-1,glide,-1,2.4414,2.4506,0,-0.264,-14.590,41.836,0.703,-7.734,29.883,2.373,-17.578,54.404,1.143,1.055,53.438,1.670,-13.008,56.777,-0.176,-12.393,49.395,-0.337,-14.063,39.682,0.966,-7.375,29.045,2.085,-17.141,50.080,1.126,1.258,49.847,1.584,-12.221,52.675,-0.124,-12.031,46.190,0.039,7.6,12.00,30.0
2.4812,-122,-1,glide,-1,2.4812,2.4904,0,-0.264,-14.326,41.045,0.703,-7.559,29.443,2.373,-17.314,53.086,1.055,1.494,52.119,1.670,-12.744,55.459,-0.176,-12.217,48.340,-0.332,-13.851,39.173,0.973,-7.250,28.678,2.075,-16.931,49.436,1.092,1.266,49.201,1.582,-12.075,51.992,-0.101,-11.846,45.596,0.039,7.6,12.00,30.0
2.5214,-121,-1,glide,-1,2.5214,2.5308,0,-0.264,-14.150,40.342,0.703,-7.471,29.004,2.373,-17.139,51.943,1.055,1.406,50.977,1.670,-12.480,54.229,-0.176,-12.129,47.373,-0.327,-13.636,38.662,0.980,-7.125,28.308,2.064,-16.719,48.788,1.058,1.274,48.552,1.580,-11.928,51.304,-0.078,-11.661,44.998,0.019,4.8,12.00,30.0
2.5614,-120,-1,glide,-1,2.5614,2.5708,0,-0.352,-13.887,39.727,0.703,-7.207,28.564,2.373,-16.787,50.977,1.055,1.406,50.098,1.670,-12.217,53.086,-0.176,-11.953,46.582,-0.321,-13.421,38.148,0.987,-6.999,27.937,2.054,-16.506,48.137,1.024,1.282,47.899,1.577,-11.781,50.613,-0.055,-11.474,44.397,0.019,4.8,12.00,30.0
