t_unix,roll_deg,pitch_deg
1786332733.532,0.3,0.8
1786332733.832,0.4,0.9
1786332734.132,0.4,0.9
1786332734.433,0.5,0.9
1786332734.733,0.5,1.0
1786332735.033,0.4,0.9
1786332735.333,0.4,0.9
1786332735.634,0.5,0.9
1786332735.934,0.4,1.0
1786332736.234,0.4,1.1
1786332736.534,0.4,0.8
1786332736.834,0.4,0.9
1786332737.135,0.5,0.8
1786332737.435,0.3,0.9
1786332737.735,0.5,0.9
1786332738.035,0.5,0.9
1786332738.336,0.4,0.8
1786332738.636,0.3,0.9
1786332738.937,0.5,0.8
1786332739.237,0.3,0.9
1786332739.537,0.3,0.8
1786332739.837,0.5,0.9
1786332740.138,0.5,0.7
1786332740.438,0.4,1.0
1786332740.738,0.4,0.8
1786332741.038,0.5,0.9
1786332741.339,0.4,0.9
1786332741.639,0.4,0.9
1786332741.939,0.5,0.9
1786332742.239,0.4,0.8
1786332742.539,0.4,1.1
1786332742.840,0.4,0.8
1786332743.140,0.5,0.9
1786332743.441,0.3,0.9
1786332743.741,0.5,0.9
1786332744.041,0.5,0.7
1786332744.341,0.5,0.9
1786332744.641,0.4,0.8
1786332744.942,0.5,1.0
1786332745.242,0.6,1.0
1786332745.542,0.3,1.0
1786332745.842,0.5,0.9
1786332746.142,0.4,0.7
1786332746.443,0.4,0.9
1786332746.743,0.3,0.9
1786332747.043,0.4,0.9
1786332747.343,0.4,0.9
1786332747.643,0.4,0.9
1786332747.944,0.4,0.8
1786332748.244,0.5,0.8
1786332748.544,0.3,0.8
1786332748.845,0.4,0.9
1786332749.145,0.6,0.8
1786332749.445,0.5,0.8
1786332749.746,0.4,1.0
1786332750.046,0.4,1.0
1786332750.346,0.4,0.8
1786332750.647,0.5,0.9
1786332750.947,0.3,0.9
1786332751.247,0.5,0.8
1786332751.547,0.3,0.6
1786332751.848,0.5,0.8
1786332752.148,0.4,0.7
1786332752.448,0.4,0.8
1786332752.748,0.4,0.9
1786332753.049,0.3,1.0
1786332753.349,0.3,0.8
1786332753.649,0.4,0.9
1786332753.950,0.4,1.1
1786332754.250,0.4,0.9
1786332754.550,0.4,0.9
1786332754.850,0.4,0.9
1786332755.150,0.5,0.8
1786332755.451,0.3,0.9
1786332755.751,0.5,1.0
1786332756.051,0.5,0.8
1786332756.351,0.4,0.9
1786332756.652,0.5,0.9
1786332756.952,0.4,0.9
1786332757.252,0.4,0.8
1786332757.552,0.5,0.9
1786332757.852,0.5,0.8
1786332758.153,0.4,0.8
1786332758.453,0.4,0.9
1786332758.753,0.4,0.7
1786332759.053,0.4,0.9
1786332759.353,0.4,0.9
1786332759.653,0.4,1.0
1786332759.953,0.4,1.0
1786332760.254,0.5,0.9
1786332760.554,0.4,0.9
1786332760.854,0.3,1.0
1786332761.154,0.5,0.9
1786332761.454,0.5,0.8
1786332761.755,0.4,0.8
1786332762.055,0.5,0.8
1786332762.355,0.4,0.9
1786332762.656,0.4,1.0
1786332762.956,0.3,0.8
1786332763.256,0.4,0.7
1786332763.556,0.4,0.9
1786332763.857,0.5,0.9
1786332764.157,0.4,0.8
1786332764.457,0.3,0.9
1786332764.757,0.5,1.0
1786332765.057,0.5,0.9
1786332765.358,0.4,0.9
1786332765.658,0.5,0.9
1786332765.958,0.4,0.9
1786332766.258,0.4,0.7
1786332766.558,0.4,1.0
1786332766.859,0.6,0.9
1786332767.159,0.5,1.0
1786332767.459,0.4,0.7
1786332767.759,0.4,0.8
1786332768.060,0.4,0.9
1786332768.360,0.4,0.9
1786332768.661,0.5,0.9
1786332768.961,0.4,1.0
1786332769.261,0.3,0.8
1786332769.561,0.3,1.0
1786332769.862,0.4,1.0
1786332770.162,0.5,0.8
1786332770.462,0.3,0.8
1786332770.762,0.6,0.9
1786332771.063,0.3,0.9
1786332771.363,0.4,0.8
1786332771.663,0.2,1.0
1786332771.963,0.2,1.0
1786332772.263,0.4,0.9
1786332772.564,0.5,0.9
1786332772.864,0.3,0.9
1786332773.164,0.4,0.9
1786332773.464,0.5,0.9
1786332773.765,0.3,1.0
1786332774.065,0.5,0.9
1786332774.365,0.3,0.9
1786332774.665,0.4,0.9
1786332774.965,0.2,0.8
1786332775.266,-0.0,1.1
1786332775.566,0.7,1.7
1786332775.866,2.1,2.4
1786332776.166,2.1,3.4
1786332776.467,2.1,2.8
1786332776.767,3.4,3.8
1786332777.067,1.9,3.6
1786332777.367,1.5,4.6
1786332777.667,1.6,4.8
1786332777.968,1.0,4.9
1786332778.268,1.5,4.5
1786332778.568,2.2,3.5
1786332778.868,2.5,3.3
1786332779.168,0.2,3.6
1786332779.469,1.6,4.1
1786332779.769,1.8,2.7
1786332780.069,1.6,1.2
1786332780.369,1.4,1.9
1786332780.670,1.6,2.0
1786332780.970,1.9,1.8
1786332781.270,1.6,2.0
1786332781.570,1.8,1.8
1786332781.870,1.6,1.9
1786332782.171,1.6,1.6
1786332782.471,1.6,1.8
1786332782.772,1.7,1.9
1786332783.072,1.8,1.7
1786332783.372,1.7,1.9
1786332783.672,1.7,1.9
1786332783.973,1.7,2.0
1786332784.273,1.8,1.9
1786332784.573,1.8,1.8
1786332784.874,1.7,1.8
1786332785.174,1.6,1.8
1786332785.474,1.7,1.9
1786332785.774,1.8,1.9
1786332786.075,1.8,1.8
1786332786.375,1.7,1.8
1786332786.676,1.6,1.8
1786332786.976,1.7,1.7
1786332787.276,1.6,1.8
1786332787.577,1.7,2.1
1786332787.877,1.8,1.9
1786332788.177,1.7,1.9
1786332788.477,1.7,1.9
1786332788.777,1.7,2.0
1786332789.078,1.7,1.7
1786332789.378,1.7,1.9
1786332789.678,1.5,2.0
1786332789.978,1.6,1.9
1786332790.278,1.6,1.9
