t_unix,status,q0_deg,cur0_a,temp0_c,q1_deg,cur1_a,temp1_c,q2_deg,cur2_a,temp2_c,q3_deg,cur3_a,temp3_c,q4_deg,cur4_a,temp4_c,q5_deg,cur5_a,temp5_c,q6_deg,cur6_a,temp6_c,q7_deg,cur7_a,temp7_c,q8_deg,cur8_a,temp8_c,q9_deg,cur9_a,temp9_c,q10_deg,cur10_a,temp10_c,q11_deg,cur11_a,temp11_c,q12_deg,cur12_a,temp12_c,q13_deg,cur13_a,temp13_c,q14_deg,cur14_a,temp14_c,q15_deg,cur15_a,temp15_c,q16_deg,cur16_a,temp16_c,q17_deg,cur17_a,temp17_c
1786369577.908,live 18/18,3.16,0.006,32,18.46,0.006,34,81.39,0.0,34,-3.08,0.039,33,11.34,0.033,34,89.74,0.0,34,2.29,0.006,33,18.11,0.006,32,78.84,0.006,35,3.34,0.013,30,8.44,0.006,33,82.79,0.006,33,-4.66,0.013,31,17.23,0.019,32,79.37,0.0,31,2.11,0.0,32,7.29,0.0,34,86.48,0.039,35
1786369578.404,live 18/18,0.7,0.0,32,13.62,0.019,34,85.43,0.019,34,4.57,0.013,33,9.23,0.0,34,83.06,0.013,34,0.09,0.006,33,12.22,0.019,32,91.67,0.045,35,0.0,0.039,30,13.45,0.0,33,84.02,0.071,33,5.8,0.013,31,13.89,0.006,32,88.68,0.026,31,0.62,0.0,32,16.52,0.0,34,90.0,0.006,35
1786369578.501,live 18/18,2.37,0.006,32,16.96,0.013,34,82.0,0.019,34,2.72,0.019,33,5.8,0.006,34,87.54,0.019,34,1.58,0.013,39,16.0,0.026,49,87.89,0.182,35,2.2,0.013,30,10.02,0.006,33,89.38,0.013,33,3.43,0.019,31,17.67,0.0,32,84.29,0.097,31,2.02,0.006,32,12.92,0.0,34,93.87,0.006,35
1786369578.838,live 18/18,-1.41,0.0,32,11.95,0.019,34,86.92,0.033,34,-4.39,0.019,33,12.04,0.071,34,84.2,0.058,34,-1.14,0.013,33,10.46,0.0,32,77.34,0.026,35,-1.41,0.013,30,15.03,0.045,34,86.84,0.052,33,-4.48,0.006,31,9.05,0.026,32,82.62,0.013,31,-1.67,0.006,32,14.68,0.019,34,89.38,0.26,35
1786369579.128,live 18/18,-0.53,0.039,32,8.35,0.026,34,90.7,0.019,34,5.19,0.019,33,16.08,0.006,34,82.0,0.0,34,-0.62,0.0,33,10.46,0.026,32,81.91,0.026,35,0.62,0.033,30,12.83,0.0,33,76.73,0.006,33,4.83,0.0,31,8.7,0.013,32,86.31,0.019,31,0.26,0.013,32,15.56,0.006,34,82.97,0.0,35
1786369579.418,live 18/18,2.2,0.0,32,18.28,0.013,34,80.95,0.006,34,-4.48,0.013,33,7.56,0.026,34,90.88,0.039,34,2.11,0.0,33,17.4,0.006,32,78.22,0.013,35,2.02,0.006,30,5.89,0.019,33,83.58,0.0,33,-4.13,0.006,31,18.02,0.006,32,79.8,0.006,31,1.93,0.0,32,7.47,0.006,34,90.18,0.013,35
1786369579.75,live 18/18,-2.46,0.006,32,10.99,0.0,34,88.33,0.006,34,2.2,0.013,33,17.49,0.019,34,79.8,0.045,34,-3.25,0.0,33,7.56,0.0,32,92.11,0.013,35,-2.9,0.026,38,16.96,0.026,33,76.64,0.006,33,3.25,0.006,31,11.25,0.006,32,89.56,0.0,31,-3.25,0.0,32,17.93,0.039,34,81.21,0.0,35
1786369580.015,live 18/18,2.72,0.006,32,17.93,0.006,34,80.16,0.006,34,1.14,0.033,33,10.37,0.006,34,85.69,0.006,34,1.67,0.019,33,16.7,0.0,32,87.63,0.254,35,2.55,0.006,30,10.37,0.006,33,87.01,0.006,47,0.35,0.058,31,18.37,0.006,32,80.77,0.045,31,2.37,0.006,32,12.74,0.0,34,89.38,0.006,35
1786369580.36,live 18/18,-1.85,0.013,32,9.4,0.019,34,90.97,0.006,34,-3.78,0.013,33,14.24,0.065,34,79.45,0.006,34,-1.67,0.013,33,10.11,0.006,32,79.54,0.019,35,-2.02,0.0,30,14.94,0.019,33,83.67,0.071,33,-3.16,0.019,31,5.62,0.006,32,88.07,0.006,31,-2.02,0.019,32,18.37,0.0,34,86.48,0.325,35
1786369580.664,live 18/18,1.14,0.019,32,11.34,0.039,34,91.67,0.052,34,5.27,0.013,33,14.06,0.006,34,88.86,0.006,34,0.62,0.0,33,14.5,0.006,32,82.18,0.065,35,0.18,0.039,53,13.36,0.019,33,77.87,0.019,33,5.45,0.026,31,9.23,0.065,32,87.1,0.006,31,0.7,0.006,32,11.07,0.026,34,85.34,0.0,35
1786369580.995,live 18/18,0.09,0.013,32,18.28,0.026,34,81.12,0.006,34,-4.75,0.013,33,11.34,0.052,34,93.34,0.091,34,0.7,0.006,33,14.24,0.026,32,79.19,0.006,35,0.35,0.013,30,10.63,0.019,33,83.41,0.006,33,-5.45,0.006,31,16.96,0.006,32,80.16,0.0,31,0.26,0.013,32,5.54,0.039,34,87.28,0.091,35
1786369581.277,live 18/18,-2.37,0.0,32,7.38,0.0,34,88.42,0.0,34,3.08,0.013,33,17.75,0.026,34,80.77,0.163,34,-2.81,0.006,33,5.19,0.006,32,92.81,0.013,36,-2.37,0.006,30,17.49,0.013,33,77.34,0.006,33,3.78,0.0,31,9.05,0.0,32,88.86,0.013,31,-2.99,0.013,32,17.67,0.045,34,80.33,0.006,35
1786369581.586,live 18/18,3.6,0.019,32,16.44,0.019,34,80.42,0.0,34,0.09,0.039,33,5.71,0.0,34,85.96,0.006,34,2.46,0.0,33,16.79,0.039,32,87.36,0.182,35,3.25,0.0,30,6.5,0.0,33,89.3,0.006,33,-1.05,0.006,31,18.37,0.006,32,79.28,0.006,31,2.55,0.006,32,11.25,0.0,34,92.9,0.0,35
1786369581.892,live 18/18,-2.81,0.019,32,14.5,0.019,34,90.7,0.0,34,-2.2,0.039,33,14.85,0.052,34,79.45,0.006,34,-2.29,0.006,33,11.51,0.0,32,83.76,0.013,35,-2.2,0.006,30,14.77,0.019,33,82.0,0.071,33,-1.23,0.019,31,8.61,0.013,32,88.51,0.006,31,-2.64,0.006,32,17.23,0.0,34,86.22,0.195,35
1786369582.21,live 18/18,1.58,0.019,32,16.61,0.013,34,84.73,0.019,34,4.92,0.019,33,13.1,0.0,34,88.77,0.006,34,0.62,0.013,33,17.49,0.006,32,82.09,0.175,35,0.97,0.026,30,14.06,0.045,33,79.98,0.013,33,4.39,0.013,31,13.01,0.026,43,84.2,0.006,31,1.14,0.006,32,12.48,0.013,34,86.75,0.0,35
1786369582.51,live 18/18,-0.35,0.006,32,14.15,0.039,34,84.11,0.019,34,-5.54,0.006,33,10.37,0.026,34,89.56,0.104,34,0.18,0.006,33,10.02,0.019,32,80.51,0.013,35,-0.09,0.019,30,11.34,0.013,33,84.55,0.019,33,-5.54,0.006,31,16.35,0.039,32,81.47,0.026,31,-0.44,0.0,32,10.28,0.033,34,88.33,0.338,35
1786369582.845,live 18/18,-0.26,0.006,32,5.27,0.013,35,89.38,0.013,34,4.66,0.0,33,16.61,0.006,34,80.07,0.006,34,-1.05,0.019,33,8.35,0.019,32,91.14,0.013,35,-0.44,0.006,30,15.56,0.006,33,77.7,0.006,33,5.19,0.0,31,11.07,0.019,32,88.68,0.006,31,-0.53,0.0,31,18.54,0.045,34,83.41,0.0,35
1786369583.322,live 18/18,-0.7,0.0,32,17.75,0.033,34,85.87,0.006,34,-5.71,0.006,33,14.06,0.039,34,83.23,0.0,34,-0.62,0.013,33,12.22,0.006,32,78.4,0.0,35,-1.05,0.013,30,10.99,0.019,33,87.8,0.019,33,-5.8,0.019,31,12.3,0.013,32,84.29,0.026,31,-1.32,0.006,32,16.08,0.006,34,90.26,0.416,35
1786369583.372,live 18/18,-1.58,0.006,32,16.35,0.013,34,87.19,0.006,34,-5.27,0.013,33,15.29,0.039,34,81.65,0.006,34,-1.41,0.006,33,11.16,0.006,32,78.4,0.013,35,-1.41,0.026,30,12.66,0.026,33,86.57,0.045,33,-4.83,0.013,31,10.46,0.013,32,86.22,0.0,31,-2.2,0.0,32,18.02,0.006,34,88.68,0.312,35
1786369583.736,live 18/18,1.58,0.026,32,18.72,0.0,34,81.74,0.0,34,4.57,0.045,33,9.76,0.013,34,87.71,0.0,34,1.32,0.006,33,18.02,0.0,32,82.0,0.227,35,2.46,0.019,30,12.57,0.006,33,79.37,0.0,33,3.96,0.013,31,17.31,0.013,32,83.06,0.019,31,1.85,0.006,32,8.79,0.0,34,87.1,0.013,35
1786369583.968,live 18/18,0.62,0.0,32,15.47,0.071,34,84.02,0.019,34,-3.87,0.006,33,7.73,0.019,34,89.38,0.013,34,0.88,0.006,33,13.36,0.091,32,79.37,0.013,35,0.7,0.006,30,12.22,0.026,33,79.72,0.0,33,-4.31,0.0,31,14.41,0.026,32,79.72,0.039,31,0.18,0.006,32,7.12,0.039,34,87.1,0.175,35
1786369584.435,live 18/18,0.79,0.033,32,9.84,0.026,34,87.71,0.013,34,5.36,0.071,33,13.97,0.0,34,83.23,0.033,34,0.53,0.006,33,10.99,0.013,32,84.29,0.058,35,1.23,0.006,30,8.61,0.0,33,88.33,0.0,33,3.34,0.006,31,14.24,0.0,32,82.88,0.013,31,1.14,0.006,32,15.21,0.0,34,89.12,0.0,35
1786369584.657,live 18/18,1.93,0.013,32,18.19,0.019,34,80.86,0.0,34,-3.78,0.026,33,8.09,0.013,34,89.3,0.006,34,1.85,0.013,33,17.93,0.0,32,77.96,0.026,35,1.49,0.0,30,4.75,0.019,33,94.75,0.006,33,-5.19,0.0,31,17.75,0.006,32,79.89,0.0,31,1.23,0.006,32,9.67,0.0,34,95.01,0.026,35
1786369584.879,live 18/18,-1.67,0.0,32,13.97,0.019,34,87.54,0.006,34,-3.69,0.052,33,14.85,0.052,34,81.83,0.019,34,-1.41,0.013,33,11.34,0.0,32,83.85,0.033,35,-1.67,0.006,30,13.97,0.013,33,87.36,0.234,33,-1.49,0.019,31,8.44,0.019,32,90.44,0.006,31,-1.85,0.0,32,15.82,0.026,34,87.63,0.13,35
1786369585.271,live 18/18,-2.81,0.0,32,15.29,0.006,34,81.65,0.013,34,6.33,0.006,33,16.26,0.0,34,81.65,0.006,35,-3.16,0.006,33,18.63,0.0,32,87.54,0.058,35,-2.64,0.006,30,16.08,0.0,33,79.1,0.006,33,5.98,0.0,31,13.62,0.0,32,86.92,0.019,31,-3.6,0.006,32,17.67,0.006,34,84.46,0.013,35
1786369585.487,live 18/18,-2.46,0.019,32,18.02,0.0,34,76.38,0.006,34,5.8,0.006,33,16.26,0.0,34,81.56,0.0,34,-3.34,0.0,33,19.42,0.0,32,83.41,0.091,35,-2.64,0.006,30,16.17,0.0,33,79.1,0.006,33,5.98,0.0,31,18.46,0.0,32,78.84,0.0,31,-3.52,0.006,32,17.23,0.0,34,84.46,0.013,35
1786369585.885,live 18/18,-2.81,0.0,32,18.02,0.0,34,76.2,0.0,34,6.15,0.0,33,16.26,0.006,34,81.56,0.0,34,-3.34,0.0,33,19.42,0.0,32,83.41,0.104,35,-2.64,0.006,30,16.17,0.0,33,79.1,0.006,33,5.98,0.0,31,18.46,0.0,32,78.84,0.0,31,-3.52,0.006,32,17.4,0.0,34,84.55,0.013,35
