t_unix,status,q0_deg,cur0_a,temp0_c,q1_deg,cur1_a,temp1_c,q2_deg,cur2_a,temp2_c,q3_deg,cur3_a,temp3_c,q4_deg,cur4_a,temp4_c,q5_deg,cur5_a,temp5_c,q6_deg,cur6_a,temp6_c,q7_deg,cur7_a,temp7_c,q8_deg,cur8_a,temp8_c,q9_deg,cur9_a,temp9_c,q10_deg,cur10_a,temp10_c,q11_deg,cur11_a,temp11_c,q12_deg,cur12_a,temp12_c,q13_deg,cur13_a,temp13_c,q14_deg,cur14_a,temp14_c,q15_deg,cur15_a,temp15_c,q16_deg,cur16_a,temp16_c,q17_deg,cur17_a,temp17_c
1786369714.099,live 18/18,-0.44,0.006,32,13.71,0.045,34,90.18,0.065,34,5.36,0.0,34,16.96,0.0,34,84.02,0.0,34,-1.05,0.013,33,9.23,0.019,32,80.77,0.033,36,-0.09,0.026,30,15.29,0.0,33,77.26,0.013,33,4.75,0.006,31,12.04,0.019,32,83.32,0.058,31,-0.62,0.006,32,15.91,0.0,34,82.44,0.019,35
1786369714.613,live 18/18,-0.62,0.0,32,7.21,0.026,34,87.63,0.013,34,-4.66,0.019,33,14.15,0.045,34,88.15,0.195,34,-0.26,0.013,33,10.37,0.019,32,87.8,0.019,36,-0.09,0.039,30,14.77,0.033,33,80.95,0.033,33,-3.69,0.006,31,7.47,0.013,32,94.13,0.013,35,-0.79,0.006,32,13.89,0.091,34,83.14,0.033,36
1786369714.708,live 18/18,-2.9,0.013,32,3.6,0.006,34,92.29,0.0,34,-0.53,0.026,49,17.67,0.006,34,82.71,0.208,34,-2.64,0.0,33,6.24,0.006,32,93.34,0.019,36,-2.46,0.006,30,17.49,0.013,33,77.17,0.019,33,1.32,0.0,31,4.31,0.013,32,96.5,0.0,31,-3.16,0.0,32,17.49,0.039,34,79.8,0.006,35
1786369715.012,live 18/18,2.46,0.0,32,12.22,0.019,34,87.28,0.033,34,2.29,0.039,33,9.32,0.006,34,83.23,0.033,34,1.67,0.006,33,13.18,0.013,32,91.49,0.156,36,2.46,0.013,30,8.96,0.0,33,84.55,0.0,33,0.88,0.052,31,12.48,0.006,32,86.48,0.006,31,2.02,0.013,32,10.99,0.0,34,89.3,0.0,60
1786369715.322,live 18/18,-1.41,0.0,32,17.75,0.019,34,83.41,0.019,34,-4.66,0.013,33,11.6,0.065,34,80.6,0.006,34,-0.88,0.013,33,15.12,0.013,32,80.6,0.065,36,-1.67,0.006,30,13.62,0.006,34,83.94,0.033,33,-4.92,0.019,31,16.26,0.019,32,80.42,0.0,31,-1.23,0.013,32,13.01,0.033,34,87.89,0.267,35
1786369715.629,live 18/18,0.44,0.013,32,17.49,0.006,34,84.11,0.019,34,5.19,0.0,33,16.08,0.0,34,85.69,0.078,34,-0.26,0.006,33,15.91,0.013,32,80.6,0.091,36,0.09,0.013,30,15.03,0.013,33,77.61,0.013,33,5.62,0.006,31,18.28,0.0,32,80.07,0.006,31,0.0,0.006,32,16.96,0.006,34,83.85,0.0,35
1786369716.038,live 18/18,-0.44,0.019,32,10.55,0.019,34,88.59,0.013,34,-4.75,0.006,33,13.45,0.045,34,90.62,0.026,34,-0.44,0.0,33,7.91,0.033,32,83.23,0.039,36,-0.62,0.013,30,11.07,0.026,33,82.88,0.13,33,-5.1,0.019,31,8.79,0.019,32,89.03,0.006,31,-0.97,0.0,32,13.36,0.013,34,87.36,0.254,35
1786369716.427,live 18/18,0.26,0.013,32,10.81,0.0,34,88.33,0.013,34,4.22,0.026,33,10.46,0.0,34,80.68,0.0,34,0.0,0.006,33,10.55,0.006,32,92.2,0.045,36,0.44,0.019,30,13.45,0.0,33,81.47,0.013,33,3.96,0.006,31,10.55,0.052,32,86.84,0.019,31,0.53,0.006,32,14.68,0.026,34,88.24,0.0,38
1786369716.535,live 18/18,2.99,0.013,32,15.47,0.026,34,83.14,0.006,34,-0.26,0.0,33,6.5,0.026,34,84.02,0.0,34,2.02,0.006,33,15.91,0.006,32,87.98,0.331,36,2.37,0.033,30,10.37,0.013,33,87.28,0.006,33,0.0,0.019,31,16.17,0.0,32,81.39,0.0,31,2.55,0.0,32,10.46,0.013,34,92.9,0.0,35
1786369716.858,live 18/18,-2.02,0.006,32,14.5,0.026,34,86.84,0.006,34,-3.16,0.026,33,9.93,0.033,34,78.66,0.006,34,-1.58,0.013,33,12.13,0.006,32,78.57,0.0,36,-2.02,0.006,30,17.49,0.006,33,86.22,0.033,33,-2.29,0.026,31,12.66,0.0,32,84.81,0.0,31,-2.02,0.006,32,16.44,0.006,34,89.47,0.429,35
1786369717.282,live 18/18,2.81,0.006,32,18.63,0.0,34,82.0,0.0,34,2.72,0.058,33,14.33,0.013,34,95.19,0.0,34,2.29,0.006,33,18.37,0.0,32,80.07,0.312,36,2.9,0.006,30,5.62,0.013,33,82.97,0.0,33,1.14,0.026,31,18.28,0.006,32,78.93,0.006,31,2.37,0.006,32,8.53,0.0,34,87.8,0.006,35
1786369717.472,live 18/18,0.18,0.0,32,14.77,0.026,34,82.35,0.026,34,-4.92,0.019,33,14.77,0.026,34,92.9,0.033,34,0.88,0.006,33,14.5,0.104,32,81.91,0.0,36,0.53,0.006,30,6.15,0.013,35,85.25,0.019,33,-5.71,0.006,31,13.18,0.045,32,84.38,0.013,31,0.26,0.006,32,8.79,0.045,34,89.3,0.214,35
1786369717.78,live 18/18,-1.85,0.033,32,4.92,0.013,34,90.44,0.0,34,2.29,0.019,33,16.79,0.045,34,80.24,0.117,34,-2.81,0.026,33,5.89,0.013,32,94.22,0.006,36,-1.41,0.0,30,17.14,0.019,33,76.73,0.006,33,3.52,0.0,31,5.98,0.013,32,94.75,0.019,31,-1.85,0.0,32,18.37,0.0,34,81.21,0.0,35
1786369718.13,live 18/18,3.34,0.006,32,17.84,0.019,34,79.98,0.013,34,-1.85,0.006,33,3.52,0.0,34,87.1,0.006,34,2.55,0.0,33,18.19,0.006,32,83.14,0.221,36,3.16,0.013,30,11.16,0.006,33,88.77,0.006,33,-2.64,0.006,31,18.19,0.0,32,80.16,0.026,31,2.2,0.0,32,9.14,0.0,34,92.2,0.006,35
1786369718.35,live 18/18,-1.93,0.006,32,15.12,0.019,34,87.63,0.013,34,-2.64,0.013,33,10.63,0.033,34,80.51,0.006,34,-1.14,0.013,33,11.34,0.0,32,78.13,0.0,36,-1.58,0.013,30,17.4,0.006,33,83.94,0.033,33,-2.55,0.026,31,11.43,0.006,32,82.79,0.013,31,-1.93,0.0,32,15.38,0.006,34,87.19,0.384,35
1786369718.701,live 18/18,1.05,0.019,32,17.84,0.0,47,84.55,0.0,34,4.75,0.0,33,15.03,0.0,34,89.12,0.0,34,0.26,0.019,33,14.06,0.006,32,79.01,0.026,36,1.23,0.019,30,7.56,0.013,33,78.93,0.163,33,4.66,0.019,31,13.8,0.071,32,79.72,0.006,31,1.14,0.006,32,12.83,0.006,34,86.31,0.0,35
1786369719.009,live 18/18,-0.18,0.026,32,12.66,0.033,34,83.14,0.013,43,-4.48,0.013,33,10.72,0.111,34,91.23,0.019,34,0.09,0.013,33,14.59,0.013,32,80.86,0.026,36,0.18,0.026,30,8.44,0.045,33,81.04,0.052,33,-5.19,0.006,31,15.38,0.019,32,87.28,0.019,30,-0.44,0.006,32,12.3,0.058,34,86.48,0.234,35
1786369719.316,live 18/18,-1.05,0.006,32,6.68,0.013,34,91.58,0.013,34,3.87,0.0,33,16.88,0.006,34,79.8,0.045,34,-2.37,0.0,33,8.44,0.013,32,92.72,0.006,36,-1.32,0.019,30,17.05,0.006,33,77.96,0.026,33,4.48,0.006,31,10.2,0.013,32,92.11,0.019,31,-1.49,0.006,32,17.4,0.006,34,83.76,0.0,35
1786369719.635,live 18/18,2.99,0.019,32,18.11,0.019,34,81.47,0.0,34,-3.52,0.006,33,7.12,0.0,34,86.22,0.006,34,2.11,0.006,33,18.28,0.006,32,82.97,0.325,36,3.25,0.026,30,8.26,0.0,33,91.76,0.006,33,-4.22,0.006,31,17.75,0.019,32,79.8,0.045,31,1.76,0.0,32,6.68,0.006,34,94.39,0.006,35
1786369719.877,live 18/18,-1.49,0.039,32,12.74,0.013,34,86.75,0.0,34,-4.22,0.019,33,13.8,0.078,34,79.72,0.0,34,-1.41,0.026,33,10.63,0.0,32,79.45,0.013,36,-1.93,0.0,30,14.77,0.026,33,86.4,0.039,33,-3.6,0.019,31,8.26,0.013,32,85.43,0.0,31,-2.46,0.006,32,14.24,0.006,34,88.33,0.331,35
1786369720.238,live 18/18,2.55,0.019,32,15.29,0.013,34,80.16,0.006,34,3.78,0.019,33,11.69,0.0,34,91.32,0.033,34,1.49,0.006,33,17.75,0.006,32,82.53,0.214,36,1.49,0.039,30,10.99,0.0,33,78.66,0.026,33,3.25,0.013,31,15.64,0.019,34,81.83,0.006,31,1.85,0.006,32,13.36,0.0,34,86.75,0.0,35
1786369720.638,live 18/18,-1.93,0.026,32,11.87,0.026,34,91.93,0.0,34,-2.99,0.013,38,17.05,0.019,34,86.4,0.234,34,-1.93,0.013,33,5.45,0.006,32,83.85,0.019,36,-2.11,0.0,30,16.44,0.019,33,79.28,0.104,34,-2.2,0.026,31,8.88,0.013,32,88.33,0.013,31,-2.29,0.013,32,15.29,0.091,34,79.98,0.0,35
1786369720.853,live 18/18,0.09,0.013,32,9.58,0.019,34,91.23,0.019,34,5.01,0.0,33,13.8,0.0,34,79.37,0.006,34,-1.14,0.006,33,7.82,0.006,32,88.95,0.013,36,-0.53,0.013,30,14.85,0.0,33,79.8,0.0,33,4.92,0.006,31,7.38,0.019,32,89.65,0.013,31,-0.18,0.006,32,16.88,0.0,34,85.25,0.006,35
1786369721.162,live 18/18,1.58,0.0,32,18.37,0.0,34,81.21,0.0,34,-3.78,0.019,33,4.48,0.013,34,82.27,0.013,34,2.02,0.013,33,17.84,0.0,32,79.01,0.065,36,1.67,0.006,30,6.42,0.013,33,92.29,0.006,33,-4.83,0.006,31,18.28,0.006,32,79.63,0.019,31,1.23,0.006,32,8.53,0.0,34,94.66,0.045,35
1786369721.378,live 18/18,-0.09,0.006,32,11.07,0.026,34,88.24,0.019,34,-3.16,0.019,33,12.13,0.084,34,78.84,0.013,34,0.18,0.006,33,9.23,0.0,32,79.8,0.033,36,-0.18,0.0,30,14.59,0.039,33,86.66,0.078,33,-2.37,0.006,31,11.95,0.045,32,86.48,0.019,31,0.0,0.0,32,15.21,0.019,34,86.84,0.214,35
1786369721.752,live 18/18,0.0,0.0,32,3.25,0.006,34,96.59,0.006,34,0.0,0.0,33,16.96,0.071,34,79.01,0.0,34,0.18,0.006,33,2.99,0.006,32,96.42,0.0,36,0.26,0.019,30,17.84,0.019,33,79.63,0.033,33,0.09,0.0,31,2.99,0.006,32,96.86,0.0,31,-0.09,0.0,32,18.28,0.006,34,80.42,0.045,35
1786369722.125,live 18/18,-0.18,0.0,32,3.25,0.013,34,96.59,0.0,34,-0.09,0.006,33,17.05,0.065,34,79.19,0.0,34,0.18,0.006,33,2.99,0.006,32,96.42,0.013,36,0.26,0.019,30,17.84,0.019,33,79.63,0.033,33,0.09,0.0,31,2.99,0.006,32,96.86,0.0,31,-0.09,0.0,32,18.28,0.006,34,80.42,0.045,35
