t_s,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,height_ref_mm,vx_ref_mps,vy_ref_mps,max_cur_a,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a
4.28,0.12,2.43,0.73,0.25,-1.96,0.0,0.0,0.0,0.111,1.05,-23.03,40.78,0.53,-3.08,-0.97,12.39,-74.79,88.86,0.26,0.18,-3.43,13.1,-59.15,95.45,17.67,6.5,-14.24,-0.59,-16.36,38.28,1.49,6.78,-10.97,9.27,-74.9,97.88,5.94,-0.77,-9.08,18.69,-61.17,99.38,21.35,11.79,-6.5,-0.0169,0.0809,-0.5452,-0.1099,0.7656,-0.9308,0.2647,-0.8845,0.3192,0.2074,0.1322,-1.0,0.534,-0.8504,0.1226,0.7585,0.5787,-0.8948,0.026,0.013,0.006,0.013,0.0,0.019,0.006,0.019,0.019,0.0,0.006,0.0,0.019,0.019,0.019,0.006,0.013,0.006
4.32,0.09,2.4,-0.69,-0.34,1.8,0.0,0.0,0.0,0.111,-0.79,-21.62,41.66,1.67,-2.46,-2.46,11.25,-75.67,90.26,-0.09,1.14,-3.25,13.97,-58.54,96.86,17.14,7.91,-13.27,-1.44,-17.86,36.78,-0.01,8.28,-9.47,10.33,-73.51,96.38,7.05,-2.27,-10.58,18.1,-62.67,97.88,22.85,10.29,-8.0,-0.0412,-0.0372,-0.6137,-0.2404,0.6734,-0.8445,0.2952,-0.882,0.2187,0.2014,0.0959,-1.0,0.517,-0.8657,0.0283,0.8013,0.4954,-1.0,0.026,0.013,0.006,0.013,0.0,0.019,0.006,0.019,0.019,0.0,0.006,0.0,0.019,0.019,0.019,0.006,0.013,0.006
4.36,0.13,2.45,1.53,0.96,-1.59,0.0,0.0,0.0,0.111,-0.53,-20.3,42.1,2.55,-1.41,-3.87,10.37,-76.2,91.67,-0.09,1.76,-3.25,14.94,-58.01,97.91,16.79,9.14,-11.95,-0.43,-19.36,35.28,-1.51,7.66,-7.97,11.83,-72.51,94.88,8.08,-3.77,-12.08,17.42,-64.17,96.38,24.35,8.79,-9.5,-0.0123,-0.1278,-0.7162,-0.3369,0.5938,-0.7818,0.3665,-0.8639,0.1274,0.2309,0.0898,-1.0,0.4977,-0.9016,-0.0861,0.8423,0.3248,-1.0,0.039,0.006,0.0,0.006,0.006,0.013,0.006,0.013,0.019,0.019,0.0,0.019,0.013,0.006,0.006,0.013,0.006,0.006
4.4,0.09,2.4,-1.31,-1.1,1.23,0.0,0.0,0.0,0.111,-1.49,-19.16,42.28,3.16,-0.26,-5.27,9.76,-76.46,92.99,0.79,1.93,-3.78,16.17,-58.18,98.7,17.14,10.2,-10.72,0.87,-20.86,33.78,-3.01,6.16,-6.47,13.33,-74.01,93.38,6.58,-5.27,-13.58,18.4,-65.67,94.88,25.85,7.29,-11.0,0.0249,-0.1803,-0.8285,-0.3995,0.4536,-0.7366,0.4704,-0.8947,0.0182,0.1719,0.0971,-1.0,0.5258,-0.8234,-0.1431,0.9396,0.258,-1.0,0.039,0.006,0.0,0.006,0.006,0.013,0.006,0.013,0.019,0.019,0.0,0.019,0.013,0.006,0.006,0.013,0.006,0.006
4.44,0.08,2.46,0.27,0.32,1.64,0.0,0.0,0.0,0.111,-1.49,-18.46,42.19,3.34,1.14,-6.33,9.4,-76.2,94.04,1.58,1.93,-4.75,16.96,-58.45,99.23,17.84,10.9,-9.67,1.48,-22.36,32.28,-4.51,4.66,-4.97,14.83,-72.51,91.88,6.91,-6.77,-15.08,16.9,-67.17,93.38,27.35,5.79,-12.5,0.0423,-0.2272,-0.8567,-0.3978,0.4078,-0.6459,0.5374,-0.8636,-0.0401,0.1974,0.176,-1.0,0.4758,-0.826,-0.1203,0.9326,0.1644,-1.0,0.039,0.006,0.0,0.006,0.006,0.013,0.006,0.013,0.019,0.019,0.0,0.019,0.013,0.006,0.006,0.013,0.006,0.006
4.48,0.15,2.48,1.12,0.46,-3.2,0.0,0.0,0.0,0.111,-0.44,-17.84,41.48,3.34,2.46,-7.21,9.4,-75.76,94.83,2.72,1.58,-5.89,17.75,-59.15,99.23,18.72,11.43,-8.88,2.98,-23.86,30.78,-6.01,3.16,-3.47,16.33,-73.56,90.38,5.94,-8.27,-16.58,17.75,-65.67,91.88,28.85,4.29,-14.0,0.1314,-0.2107,-0.8728,-0.3504,0.2989,-0.6439,0.6144,-0.8829,-0.034,0.1698,0.2056,-1.0,0.5071,-0.7145,-0.0665,0.9527,0.2,-1.0,0.019,0.0,0.013,0.013,0.006,0.006,0.013,0.019,0.013,0.013,0.019,0.013,0.006,0.026,0.013,0.013,0.0,0.006
4.52,0.11,2.46,-0.69,-0.51,3.64,0.0,0.0,0.0,0.111,-0.26,-17.75,40.25,3.25,3.69,-7.73,9.58,-74.71,95.45,4.13,0.44,-7.47,18.11,-60.29,99.05,20.21,11.51,-8.35,4.48,-25.36,29.28,-7.51,1.66,-1.97,17.83,-72.31,88.88,4.44,-7.65,-15.08,16.25,-64.17,90.38,30.35,2.79,-15.5,0.1485,-0.1653,-0.8575,-0.3033,0.2408,-0.608,0.6315,-0.8602,-0.0113,0.1181,0.3155,-0.8382,0.4617,-0.6569,0.1002,0.9141,0.2221,-1.0,0.019,0.0,0.013,0.013,0.006,0.006,0.013,0.019,0.013,0.013,0.019,0.013,0.006,0.026,0.013,0.013,0.0,0.006
4.56,0.11,2.5,0.43,0.29,-1.46,0.0,0.0,0.0,0.111,1.76,-17.93,39.02,1.85,4.48,-7.91,10.81,-73.83,95.54,5.01,-0.7,-8.88,18.11,-61.52,97.91,21.71,11.34,-8.35,5.98,-26.86,27.78,-6.01,0.16,-0.47,19.33,-70.81,87.38,5.72,-6.15,-13.58,15.14,-62.67,88.88,29.19,1.29,-17.0,0.2311,-0.0799,-0.7731,-0.1461,0.2631,-0.6084,0.6233,-0.8215,0.0827,0.1634,0.3974,-0.7546,0.4326,-0.6331,0.192,0.834,0.2611,-1.0,0.019,0.0,0.013,0.013,0.006,0.006,0.013,0.019,0.013,0.013,0.019,0.013,0.006,0.026,0.013,0.013,0.0,0.006
4.6,0.1,2.49,-0.78,-0.58,2.09,0.0,0.0,0.0,0.111,2.02,-18.54,37.62,0.7,4.92,-7.65,11.95,-73.21,95.45,5.62,-2.11,-10.37,17.67,-62.84,96.94,23.12,10.63,-8.53,7.48,-25.36,26.28,-4.51,-1.34,1.03,20.83,-71.46,85.88,4.22,-4.65,-12.08,14.64,-61.17,90.38,27.69,-0.21,-18.5,0.2639,0.0213,-0.7181,-0.067,0.2462,-0.6092,0.6198,-0.8447,0.1821,0.0783,0.5401,-0.6366,0.4183,-0.55,0.3687,0.7584,0.3573,-1.0,0.052,0.026,0.013,0.026,0.0,0.013,0.013,0.013,0.006,0.006,0.019,0.013,0.0,0.006,0.013,0.019,0.033,0.013
4.64,0.15,2.48,0.8,0.94,-1.76,0.0,0.0,0.0,0.111,4.31,-19.6,36.21,-0.79,5.01,-6.86,13.36,-71.81,95.19,5.8,-3.43,-11.6,16.79,-63.63,95.62,24.43,9.76,-9.32,8.98,-23.86,24.78,-3.01,-2.84,2.53,19.36,-69.96,87.38,3.61,-3.15,-10.58,13.14,-59.67,91.88,26.19,-0.73,-20.0,0.3109,0.1343,-0.5799,0.0771,0.3026,-0.629,0.553,-0.807,0.3382,0.1032,0.6559,-0.5811,0.3294,-0.5354,0.5067,0.6262,0.4414,-1.0,0.052,0.026,0.013,0.026,0.0,0.013,0.013,0.013,0.006,0.006,0.019,0.013,0.0,0.006,0.013,0.019,0.033,0.013
4.68,0.2,2.42,0.53,0.17,-0.56,0.0,0.0,0.0,0.111,5.27,-20.74,34.8,-2.11,5.01,-5.71,14.77,-71.37,94.13,5.8,-4.39,-12.57,15.82,-64.25,94.31,25.75,8.44,-10.46,10.48,-22.36,23.28,-1.51,-4.34,4.03,19.88,-71.46,88.88,2.11,-1.65,-9.08,11.64,-58.17,93.38,24.69,0.77,-18.5,0.3201,0.2581,-0.5034,0.1524,0.3262,-0.6859,0.5679,-0.8463,0.4547,-0.0105,0.747,-0.5413,0.3312,-0.5023,0.6192,0.5453,0.5603,-0.7256,0.052,0.026,0.013,0.026,0.0,0.013,0.013,0.013,0.006,0.006,0.019,0.013,0.0,0.006,0.013,0.019,0.033,0.013
4.72,0.15,2.43,-0.92,-0.05,1.7,0.0,0.0,0.0,0.111,6.59,-21.8,33.4,-2.99,4.22,-4.48,16.17,-70.58,92.72,5.01,-5.19,-13.18,14.5,-64.42,93.16,26.54,7.03,-11.69,10.2,-20.86,24.78,-0.01,-5.42,2.53,18.38,-70.52,90.38,0.61,-0.15,-7.58,10.14,-56.67,94.88,23.19,2.27,-17.0,0.2915,0.3503,-0.4189,0.2936,0.3561,-0.7623,0.4984,-0.8277,0.5748,-0.0372,0.8691,-0.5606,0.287,-0.4512,0.7233,0.4485,0.6875,-0.3984,0.0,0.013,0.006,0.0,0.033,0.013,0.013,0.006,0.019,0.006,0.006,0.006,0.013,0.0,0.006,0.006,0.026,0.013
4.76,0.19,2.44,0.76,0.14,-2.39,0.0,0.0,0.0,0.111,8.44,-22.59,31.99,-4.13,3.34,-2.99,17.31,-69.96,91.49,4.13,-5.62,-13.54,13.18,-64.16,92.46,27.16,5.71,-13.1,8.7,-19.36,26.28,1.49,-3.92,1.03,16.88,-69.02,91.88,-0.89,1.35,-6.08,10.5,-55.17,96.38,21.69,3.77,-15.5,0.245,0.4954,-0.3231,0.3747,0.5502,-0.8511,0.4726,-0.769,0.6668,-0.0795,0.9246,-0.6148,0.2999,-0.4862,0.7646,0.3444,0.7573,-0.1221,0.0,0.013,0.006,0.0,0.033,0.013,0.013,0.006,0.019,0.006,0.006,0.006,0.013,0.0,0.006,0.006,0.026,0.013
4.8,0.09,2.4,-2.17,-1.55,2.7,0.0,0.0,0.0,0.111,8.61,-23.12,30.5,-4.22,2.02,-1.67,18.37,-69.96,90.53,2.9,-5.71,-13.36,11.87,-63.72,91.93,27.51,4.57,-14.41,7.2,-17.86,27.78,2.99,-2.42,-0.47,15.38,-69.38,93.38,-2.39,2.85,-4.58,11.7,-53.67,97.88,20.19,5.27,-14.0,0.2034,0.5257,-0.2662,0.4251,0.598,-0.9407,0.4356,-0.807,0.7257,-0.1245,0.9846,-0.6461,0.3342,-0.4686,0.7593,0.3246,0.8707,0.1562,0.0,0.013,0.006,0.0,0.033,0.013,0.013,0.006,0.019,0.006,0.006,0.006,0.013,0.0,0.006,0.006,0.026,0.013
4.84,0.15,2.43,1.47,1.07,-2.2,0.0,0.0,0.0,0.111,10.28,-23.38,29.18,-4.22,0.7,-0.62,19.07,-69.61,89.82,1.49,-5.45,-13.1,11.07,-62.67,91.85,27.33,3.78,-15.38,5.7,-16.36,29.28,4.49,-0.92,-1.97,13.88,-67.88,94.88,-2.5,4.35,-3.08,11.84,-55.17,99.38,18.69,6.77,-12.5,0.1392,0.5678,-0.1741,0.4374,0.8018,-1.0,0.3536,-0.7279,0.7316,-0.0715,0.96,-0.7718,0.3382,-0.5593,0.6962,0.2847,0.8335,0.1505,0.019,0.006,0.013,0.013,0.019,0.006,0.0,0.006,0.006,0.013,0.006,0.013,0.0,0.026,0.013,0.006,0.019,0.006
4.88,0.15,2.41,-0.92,-0.41,2.67,0.0,0.0,0.0,0.111,9.84,-23.38,28.04,-4.04,-0.44,0.35,19.42,-68.99,89.3,0.0,-4.66,-11.78,10.37,-61.44,92.37,26.54,3.08,-16.26,4.2,-14.86,30.78,5.99,0.58,-3.47,12.38,-68.73,96.38,-3.58,5.85,-4.58,13.34,-56.02,100.88,17.19,8.27,-11.0,0.1087,0.5223,-0.1389,0.3855,0.8197,-1.0,0.3497,-0.7951,0.7199,-0.1023,0.8896,-0.873,0.4226,-0.564,0.6571,0.3119,0.9076,0.2544,0.019,0.006,0.013,0.013,0.019,0.006,0.0,0.006,0.006,0.013,0.006,0.013,0.0,0.026,0.013,0.006,0.019,0.006
4.92,0.2,2.44,1.32,0.97,-2.33,0.0,0.0,0.0,0.111,10.2,-22.68,27.16,-3.16,-1.23,0.88,19.42,-68.38,89.38,-1.32,-3.6,-10.63,10.2,-59.94,93.16,25.58,2.9,-16.7,2.7,-13.36,32.28,7.49,2.08,-4.97,10.93,-68.11,97.88,-2.08,7.35,-6.08,14.84,-57.52,102.38,15.69,9.77,-9.5,0.0764,0.5134,-0.1593,0.3502,0.9266,-1.0,0.3123,-0.7838,0.6374,-0.0273,0.7757,-1.0,0.4508,-0.6761,0.5599,0.4293,0.8211,0.0555,0.019,0.006,0.013,0.013,0.019,0.006,0.0,0.006,0.006,0.013,0.006,0.013,0.0,0.026,0.013,0.006,0.019,0.006
4.96,0.19,2.4,-0.94,-0.88,-0.39,0.0,0.0,0.0,0.111,9.58,-21.53,26.81,-1.93,-1.67,0.88,19.42,-68.03,89.65,-2.02,-2.2,-9.32,10.2,-58.71,94.31,24.43,2.99,-16.7,2.67,-11.86,33.78,8.99,3.58,-6.47,11.15,-69.61,99.38,-0.58,8.85,-7.58,16.34,-59.02,103.88,17.19,11.27,-8.0,0.0762,0.4201,-0.1831,0.2692,0.882,-1.0,0.3187,-0.8677,0.516,-0.0068,0.6178,-1.0,0.5194,-0.7281,0.5174,0.5184,0.8152,-0.0707,0.013,0.006,0.0,0.019,0.006,0.013,0.019,0.0,0.006,0.006,0.0,0.006,0.026,0.013,0.013,0.006,0.006,0.006
5.0,0.22,2.42,0.08,0.22,2.7,0.0,0.0,0.0,0.111,8.53,-20.39,26.72,-0.62,-1.85,0.7,18.37,-68.12,89.82,-3.08,-0.79,-8.0,11.16,-57.74,95.62,22.94,3.52,-16.35,2.06,-10.36,35.28,7.49,5.08,-7.97,9.65,-71.04,97.88,0.92,7.35,-9.08,17.84,-60.52,102.38,18.69,12.42,-6.5,0.0587,0.3138,-0.2884,0.1849,0.8836,-1.0,0.2663,-0.8371,0.3799,0.0736,0.442,-1.0,0.5323,-0.8495,0.3969,0.6202,0.6804,-0.4418,0.013,0.006,0.0,0.019,0.006,0.013,0.019,0.0,0.006,0.006,0.0,0.006,0.026,0.013,0.013,0.006,0.006,0.006
5.04,0.29,2.44,1.41,1.08,-3.2,0.5,0.0,0.0,0.111,8.0,-18.9,26.81,0.79,-1.76,-0.26,17.14,-68.38,91.14,-3.25,0.53,-7.12,11.95,-57.13,97.12,21.53,4.39,-15.56,1.66,-11.86,34.73,5.99,6.58,-9.47,9.21,-72.54,96.38,2.42,5.85,-10.58,19.26,-62.02,100.88,20.19,10.92,-5.0,0.0474,0.1968,-0.3562,0.0934,0.8213,-0.9792,0.2632,-0.8924,0.3154,0.1575,0.2585,-1.0,0.5502,-0.8714,0.2788,0.7205,0.6273,-0.7034,0.013,0.006,0.0,0.019,0.006,0.013,0.019,0.0,0.006,0.006,0.0,0.006,0.026,0.013,0.013,0.006,0.006,0.006
5.08,0.2,2.39,-1.28,-0.97,1.87,1.0,0.0,0.0,0.111,5.71,-17.58,27.69,2.2,-1.14,-1.32,15.82,-69.35,92.55,-3.43,1.93,-6.5,13.27,-56.69,98.44,20.48,5.62,-14.5,1.78,-13.36,33.23,4.49,8.08,-10.89,10.26,-74.04,94.88,3.92,4.35,-12.08,18.5,-63.52,99.38,21.69,9.42,-6.5,0.0509,0.0893,-0.4514,-0.0407,0.6898,-0.8928,0.2932,-0.924,0.1962,0.1561,0.1803,-1.0,0.5285,-0.8849,0.1839,0.8063,0.5176,-0.9714,0.0,0.006,0.013,0.013,0.006,0.019,0.013,0.026,0.013,0.019,0.0,0.0,0.006,0.0,0.006,0.006,0.006,0.013
5.12,0.24,2.44,1.34,0.89,-1.88,1.5,0.0,0.0,0.111,5.01,-16.26,28.65,3.43,-0.09,-2.55,14.33,-70.31,93.78,-3.34,3.34,-6.15,14.68,-56.69,99.49,19.51,6.94,-13.18,0.3,-14.86,31.73,2.99,9.58,-9.39,11.76,-72.99,93.38,5.42,2.85,-13.58,17.0,-65.02,97.88,23.19,7.92,-8.0,0.0086,-0.0247,-0.5809,-0.1441,0.6474,-0.8334,0.3406,-0.8725,0.1051,0.1987,0.0971,-1.0,0.4826,-0.9266,0.0845,0.8341,0.3669,-1.0,0.0,0.006,0.013,0.013,0.006,0.019,0.013,0.026,0.013,0.019,0.0,0.0,0.006,0.0,0.006,0.006,0.006,0.013
5.16,0.23,2.36,-0.95,-0.83,-0.24,2.0,0.0,0.0,0.111,3.6,-15.12,29.88,4.39,1.14,-4.04,13.1,-71.54,94.83,-2.11,4.31,-6.15,16.0,-57.04,100.2,19.07,8.0,-11.78,0.83,-16.36,30.23,1.49,8.08,-7.89,13.26,-74.49,91.88,5.07,1.35,-15.08,18.21,-66.52,96.38,24.69,6.42,-9.5,0.0237,-0.1013,-0.7429,-0.2389,0.4828,-0.8369,0.4207,-0.9069,0.0218,0.1449,0.0556,-1.0,0.5203,-0.7988,0.0052,0.9299,0.3121,-1.0,0.0,0.006,0.013,0.013,0.006,0.019,0.013,0.026,0.013,0.019,0.0,0.0,0.006,0.0,0.006,0.006,0.006,0.013
5.2,0.16,2.37,-0.76,-0.55,2.81,2.5,0.0,0.0,0.111,2.02,-14.33,30.94,5.19,2.64,-5.45,12.04,-72.69,95.45,-1.41,5.1,-6.86,17.05,-57.66,100.72,18.81,8.79,-10.55,0.13,-17.86,28.73,-0.01,6.58,-6.39,14.76,-72.99,90.38,4.57,-0.15,-16.58,16.71,-67.73,94.88,26.19,4.92,-11.0,0.0037,-0.1536,-0.8774,-0.2827,0.4321,-0.7729,0.4676,-0.8373,-0.026,0.1306,0.0873,-1.0,0.4658,-0.7769,0.019,0.9283,0.2184,-1.0,0.033,0.006,0.0,0.0,0.006,0.006,0.006,0.013,0.006,0.091,0.0,0.006,0.006,0.019,0.0,0.006,0.006,0.006
5.24,0.25,2.4,1.03,0.82,-0.93,3.0,0.0,0.0,0.111,1.85,-13.8,31.73,5.54,3.87,-6.42,11.16,-73.48,95.89,-0.44,5.62,-7.73,17.75,-58.71,100.72,18.9,9.32,-9.58,1.63,-19.36,27.23,-1.51,5.08,-4.89,16.26,-71.49,88.88,4.91,-1.65,-18.08,15.93,-66.23,93.38,27.69,3.42,-12.5,0.0588,-0.1434,-0.9242,-0.253,0.3758,-0.7831,0.5061,-0.8108,0.01,0.1403,0.1291,-1.0,0.4551,-0.6689,0.0478,0.933,0.2256,-1.0,0.033,0.006,0.0,0.0,0.006,0.006,0.006,0.013,0.006,0.091,0.0,0.006,0.006,0.019,0.0,0.006,0.006,0.006
5.28,0.19,2.34,-0.82,-0.2,-0.78,3.5,0.0,0.0,0.111,0.0,-13.54,32.26,5.54,4.92,-7.21,10.63,-74.09,95.98,1.76,5.62,-8.79,18.19,-59.94,100.28,19.78,9.4,-8.79,2.8,-20.86,25.73,-3.01,3.58,-3.39,17.76,-69.99,87.38,3.41,-3.15,-19.58,15.11,-64.73,91.88,29.19,1.92,-14.0,0.08,-0.0862,-0.9538,-0.2085,0.3174,-0.8001,0.5388,-0.7999,0.0617,0.0677,0.2015,-1.0,0.4316,-0.5511,0.1899,0.9012,0.282,-1.0,0.033,0.006,0.0,0.0,0.006,0.006,0.006,0.013,0.006,0.091,0.0,0.006,0.006,0.019,0.0,0.006,0.006,0.006
5.32,0.22,2.36,0.5,0.31,0.96,4.0,0.0,0.0,0.111,0.53,-13.62,32.34,5.54,5.71,-7.73,10.55,-74.27,95.71,2.29,5.62,-10.28,18.28,-61.35,99.49,20.57,9.32,-8.35,4.3,-22.36,24.23,-3.7,2.08,-2.66,17.88,-68.49,85.88,2.77,-4.65,-20.0,13.61,-63.23,93.38,27.69,0.42,-15.5,0.149,0.0011,-0.9096,-0.1057,0.363,-0.796,0.5108,-0.746,0.1518,0.0792,0.3319,-1.0,0.3689,-0.5351,0.358,0.7909,0.3239,-1.0,0.019,0.019,0.0,0.019,0.0,0.0,0.006,0.0,0.013,0.019,0.019,0.013,0.006,0.026,0.006,0.013,0.013,0.0
5.36,0.17,2.34,-1.36,-0.9,-3.62,4.5,0.0,0.0,0.111,-0.09,-14.15,32.26,5.01,6.24,-7.82,10.55,-74.0,95.36,3.69,4.83,-11.69,17.93,-62.67,98.44,21.88,8.7,-8.35,5.8,-20.86,22.73,-2.2,0.58,-4.16,17.57,-66.99,87.38,1.27,-3.15,-20.0,13.34,-61.73,94.88,26.19,-1.04,-17.0,0.1656,0.1202,-0.8684,0.025,0.402,-0.8585,0.502,-0.7059,0.2783,0.0112,0.4349,-1.0,0.3813,-0.4292,0.5034,0.6858,0.4357,-1.0,0.019,0.019,0.0,0.019,0.0,0.0,0.006,0.0,0.013,0.019,0.019,0.013,0.006,0.026,0.006,0.013,0.013,0.0
5.4,0.19,2.35,0.86,0.79,2.98,5.0,0.0,0.0,0.111,0.62,-15.12,31.46,3.43,6.42,-7.47,11.07,-73.48,94.13,4.31,3.87,-13.1,17.05,-63.54,97.21,23.2,7.91,-8.53,7.12,-19.36,21.23,-0.7,2.08,-5.66,16.07,-65.49,88.88,-0.23,-1.65,-18.5,11.84,-60.23,96.38,24.69,0.46,-15.5,0.2036,0.2759,-0.7435,0.1134,0.5011,-0.8822,0.4521,-0.6791,0.4179,-0.0316,0.6519,-0.83,0.3345,-0.4318,0.6744,0.5436,0.5383,-0.9248,0.019,0.019,0.0,0.019,0.0,0.0,0.006,0.0,0.013,0.019,0.019,0.013,0.006,0.026,0.006,0.013,0.013,0.0
5.44,0.23,2.36,0.79,0.35,-3.54,5.5,0.0,0.0,0.111,1.67,-16.26,30.59,1.85,6.42,-6.77,12.22,-72.42,92.81,4.66,2.64,-14.5,16.08,-64.25,96.15,24.35,6.68,-9.4,8.62,-17.86,19.73,0.8,3.58,-7.16,14.74,-63.99,90.38,-1.71,-0.15,-17.0,10.5,-58.73,97.88,23.19,1.96,-14.0,0.2838,0.4247,-0.725,0.3262,0.5423,-0.9621,0.4212,-0.67,0.6103,-0.0489,0.7649,-0.8247,0.3001,-0.3732,0.7374,0.4548,0.6639,-0.6055,0.039,0.019,0.013,0.006,0.026,0.006,0.006,0.006,0.019,0.013,0.019,0.006,0.019,0.006,0.006,0.006,0.026,0.013
5.48,0.11,2.32,-2.01,-1.39,2.96,6.0,0.0,0.0,0.111,1.85,-17.31,29.27,1.58,5.89,-6.06,13.27,-71.1,91.58,4.75,1.23,-15.82,14.85,-64.51,95.45,25.22,5.36,-10.37,10.1,-16.36,18.23,2.3,5.08,-8.66,13.94,-62.78,91.88,-3.21,1.35,-15.5,9.83,-57.23,99.38,21.69,3.46,-12.5,0.2887,0.6022,-0.6362,0.4033,0.6146,-1.0,0.3982,-0.6868,0.7075,-0.1519,1.0,-0.602,0.2809,-0.2975,0.8598,0.3822,0.7568,-0.1861,0.039,0.019,0.013,0.006,0.026,0.006,0.006,0.006,0.019,0.013,0.019,0.006,0.019,0.006,0.006,0.006,0.026,0.013
5.52,0.17,2.35,1.17,0.63,-2.22,6.5,0.0,0.0,0.111,4.31,-18.19,27.86,0.18,5.01,-5.8,14.24,-69.79,90.53,4.39,0.18,-16.79,13.36,-64.25,95.1,25.75,4.22,-11.6,9.88,-14.86,19.73,3.8,6.58,-10.16,13.08,-61.28,93.38,-3.47,2.85,-14.0,9.3,-55.73,100.88,20.19,4.96,-11.0,0.2822,0.7218,-0.5076,0.5827,0.7757,-1.0,0.3737,-0.6205,0.7431,-0.0991,1.0,-0.6,0.2656,-0.328,0.8591,0.2872,0.801,-0.0011,0.039,0.019,0.013,0.006,0.026,0.006,0.006,0.006,0.019,0.013,0.019,0.006,0.019,0.006,0.006,0.006,0.026,0.013
5.56,0.15,2.38,-0.82,-0.72,5.09,7.0,0.0,0.0,0.111,4.92,-18.63,26.54,-0.62,4.48,-5.8,14.77,-68.29,89.82,3.34,-0.62,-17.49,11.95,-63.98,95.1,25.93,3.34,-12.48,10.45,-13.36,21.23,5.3,8.08,-11.66,13.54,-62.55,94.88,-4.37,4.35,-12.5,9.94,-54.23,102.38,18.69,6.46,-9.5,0.2984,0.7422,-0.4408,0.6211,0.7825,-1.0,0.3868,-0.6827,0.7985,-0.1249,1.0,-0.5591,0.284,-0.298,0.8303,0.2568,0.9282,0.2698,0.091,0.006,0.019,0.0,0.013,0.019,0.006,0.013,0.006,0.006,0.006,0.0,0.006,0.006,0.006,0.0,0.019,0.006
5.6,0.16,2.42,0.68,0.7,-2.09,7.5,0.0,0.0,0.111,6.68,-18.9,25.05,-0.26,4.13,-6.5,15.03,-66.8,89.38,2.37,-1.14,-17.75,10.9,-62.93,95.27,25.84,2.81,-13.27,9.99,-11.86,22.73,6.8,9.58,-13.16,13.12,-61.05,96.38,-2.87,5.85,-11.0,10.45,-52.73,103.88,17.19,7.96,-8.0,0.2853,0.8001,-0.4174,0.6601,0.8612,-1.0,0.3748,-0.6542,0.769,-0.0504,1.0,-0.6052,0.2987,-0.3359,0.7452,0.3035,0.8923,0.2087,0.091,0.006,0.019,0.0,0.013,0.019,0.006,0.013,0.006,0.006,0.006,0.0,0.006,0.006,0.006,0.0,0.019,0.006
5.64,0.24,2.46,1.31,0.94,-2.2,8.0,0.0,0.0,0.111,8.26,-18.9,23.73,-0.26,4.22,-7.47,15.03,-65.48,89.3,0.97,-1.23,-17.75,10.02,-61.88,96.42,25.05,2.55,-13.71,9.72,-10.36,24.23,8.3,11.08,-14.66,13.6,-60.83,97.88,-1.55,7.35,-9.5,10.2,-51.23,105.38,15.69,9.46,-6.5,0.2779,0.8286,-0.3736,0.6437,0.9013,-0.9795,0.3887,-0.6514,0.7189,-0.0443,1.0,-0.6717,0.2913,-0.3815,0.7606,0.2856,0.9144,0.2934,0.091,0.006,0.019,0.0,0.013,0.019,0.006,0.013,0.006,0.006,0.006,0.0,0.006,0.006,0.006,0.0,0.019,0.006
5.68,0.16,2.41,-1.63,-1.24,3.72,8.5,0.0,0.0,0.111,8.53,-18.19,22.76,0.0,4.39,-8.61,14.85,-64.07,89.56,-0.44,-1.14,-17.49,9.58,-60.56,97.38,24.08,2.64,-13.71,9.97,-8.86,25.73,9.8,12.58,-16.16,14.4,-59.33,99.38,-0.88,8.85,-8.0,11.2,-49.73,106.88,14.19,10.96,-5.0,0.2848,0.8445,-0.4319,0.6702,0.9025,-1.0,0.4113,-0.6081,0.6508,-0.0251,1.0,-0.7735,0.3199,-0.3895,0.6919,0.388,0.9012,0.2241,0.0,0.013,0.006,0.019,0.013,0.019,0.006,0.013,0.013,0.0,0.006,0.013,0.0,0.019,0.013,0.013,0.006,0.0
