t_s,phase,joint,id,name,cmd_deg,present_deg,err_deg,speed_deg_s,load_pct,current_a,volt,temp_c
104.372,step-12r0,15,17,L5 yaw,-12.088,-5.449,-6.639,-1756.80,6.8,0.006,12.20,31.0
104.426,step-12r0,15,17,L5 yaw,-12.088,-8.350,-3.738,-1537.20,7.6,0.013,12.20,31.0
104.467,step-12r0,15,17,L5 yaw,-12.088,-8.350,-3.738,-1537.20,7.6,0.013,12.20,31.0
104.518,step-12r0,15,17,L5 yaw,-12.088,-10.723,-1.365,-878.40,4.4,0.006,12.20,31.0
104.559,step-12r0,15,17,L5 yaw,-12.088,-10.723,-1.365,-878.40,4.4,0.006,12.20,31.0
104.610,step-12r0,15,17,L5 yaw,-12.088,-11.953,-0.135,-658.80,2.0,0.006,12.20,31.0
104.650,step-12r0,15,17,L5 yaw,-12.088,-11.953,-0.135,-658.80,2.0,0.006,12.20,31.0
104.701,step-12r0,15,17,L5 yaw,-12.088,-11.953,-0.135,0.00,2.4,0.006,12.20,31.0
104.705,return,15,17,L5 yaw,-0.088,-11.953,11.865,0.00,2.4,0.006,12.20,31.0
104.745,return,15,17,L5 yaw,-0.088,-11.953,11.865,0.00,2.4,0.006,12.20,31.0
104.806,return,15,17,L5 yaw,-0.088,-11.865,11.777,219.60,6.4,0.013,12.20,31.0
104.847,return,15,17,L5 yaw,-0.088,-11.865,11.777,219.60,6.4,0.013,12.20,31.0
104.897,return,15,17,L5 yaw,-0.088,-9.756,9.668,1098.00,7.6,0.006,12.20,31.0
104.938,return,15,17,L5 yaw,-0.088,-9.756,9.668,1098.00,7.6,0.006,12.20,31.0
104.989,return,15,17,L5 yaw,-0.088,-6.855,6.768,2196.00,7.2,0.013,12.20,31.0
105.029,return,15,17,L5 yaw,-0.088,-6.855,6.768,2196.00,7.2,0.013,12.20,31.0
105.090,return,15,17,L5 yaw,-0.088,-3.867,3.779,1976.40,4.8,0.000,12.20,31.0
105.131,return,15,17,L5 yaw,-0.088,-3.867,3.779,1976.40,4.8,0.000,12.20,31.0
105.182,return,15,17,L5 yaw,-0.088,-1.055,0.967,1756.80,3.2,0.019,12.20,31.0
105.222,return,15,17,L5 yaw,-0.088,-1.055,0.967,1756.80,3.2,0.019,12.20,31.0
105.273,return,15,17,L5 yaw,-0.088,-0.088,0.000,1317.60,3.6,0.013,12.20,31.0
105.313,return,15,17,L5 yaw,-0.088,-0.088,0.000,1317.60,3.6,0.013,12.20,31.0
105.364,return,15,17,L5 yaw,-0.088,-0.088,0.000,0.00,0.0,0.000,12.20,31.0
105.405,return,15,17,L5 yaw,-0.088,-0.088,0.000,0.00,0.0,0.000,12.20,31.0
105.463,step+12r0,16,18,L5 hip,12.176,0.176,12.000,0.00,0.0,0.000,12.20,32.0
105.504,step+12r0,16,18,L5 hip,12.176,0.176,12.000,0.00,0.0,0.000,12.20,32.0
105.555,step+12r0,16,18,L5 hip,12.176,0.264,11.912,219.60,9.6,0.013,12.20,32.0
105.596,step+12r0,16,18,L5 hip,12.176,0.264,11.912,219.60,9.6,0.013,12.20,32.0
105.646,step+12r0,16,18,L5 hip,12.176,2.725,9.451,1537.20,5.2,0.006,12.20,32.0
105.687,step+12r0,16,18,L5 hip,12.176,2.725,9.451,1537.20,5.2,0.006,12.20,32.0
105.738,step+12r0,16,18,L5 hip,12.176,5.010,7.166,1976.40,9.2,0.000,12.20,32.0
105.778,step+12r0,16,18,L5 hip,12.176,5.010,7.166,1976.40,9.2,0.000,12.20,32.0
105.838,step+12r0,16,18,L5 hip,12.176,7.207,4.969,658.80,17.2,0.013,12.20,32.0
105.879,step+12r0,16,18,L5 hip,12.176,7.207,4.969,658.80,17.2,0.013,12.20,32.0
105.940,step+12r0,16,18,L5 hip,12.176,10.195,1.980,219.60,11.6,0.019,12.20,32.0
105.980,step+12r0,16,18,L5 hip,12.176,10.195,1.980,219.60,11.6,0.019,12.20,32.0
106.031,step+12r0,16,18,L5 hip,12.176,11.953,0.223,658.80,2.4,0.000,12.20,32.0
106.072,step+12r0,16,18,L5 hip,12.176,11.953,0.223,658.80,2.4,0.000,12.20,32.0
106.123,step+12r0,16,18,L5 hip,12.176,12.305,-0.129,0.00,0.0,0.000,12.20,32.0
106.127,return,16,18,L5 hip,0.176,12.305,-12.129,0.00,0.0,0.000,12.20,32.0
106.167,return,16,18,L5 hip,0.176,12.305,-12.129,0.00,0.0,0.000,12.20,32.0
106.234,return,16,18,L5 hip,0.176,12.041,-11.865,-439.20,7.2,0.013,12.20,32.0
106.275,return,16,18,L5 hip,0.176,12.041,-11.865,-439.20,7.2,0.013,12.20,32.0
106.325,return,16,18,L5 hip,0.176,10.195,-10.020,-1098.00,13.2,0.026,12.20,32.0
106.366,return,16,18,L5 hip,0.176,10.195,-10.020,-1098.00,13.2,0.026,12.20,32.0
106.416,return,16,18,L5 hip,0.176,7.646,-7.471,-1537.20,15.6,0.026,12.20,32.0
106.457,return,16,18,L5 hip,0.176,7.646,-7.471,-1537.20,15.6,0.026,12.20,32.0
106.508,return,16,18,L5 hip,0.176,4.834,-4.658,-1537.20,15.2,0.026,12.20,32.0
106.548,return,16,18,L5 hip,0.176,4.834,-4.658,-1537.20,15.2,0.026,12.20,32.0
106.599,return,16,18,L5 hip,0.176,2.285,-2.109,-1317.60,10.8,0.026,12.20,32.0
106.640,return,16,18,L5 hip,0.176,2.285,-2.109,-1317.60,10.8,0.026,12.20,32.0
106.691,return,16,18,L5 hip,0.176,0.967,-0.791,-658.80,8.0,0.013,12.20,32.0
106.731,return,16,18,L5 hip,0.176,0.967,-0.791,-658.80,8.0,0.013,12.20,32.0
106.782,return,16,18,L5 hip,0.176,0.615,-0.439,-219.60,4.4,0.006,12.20,32.0
106.823,return,16,18,L5 hip,0.176,0.615,-0.439,-219.60,4.4,0.006,12.20,32.0
106.882,step-12r0,16,18,L5 hip,-11.385,0.615,-12.000,0.00,5.6,0.013,12.20,32.0
106.922,step-12r0,16,18,L5 hip,-11.385,0.615,-12.000,0.00,5.6,0.013,12.20,32.0
106.973,step-12r0,16,18,L5 hip,-11.385,0.088,-11.473,-658.80,10.0,0.026,12.20,32.0
107.014,step-12r0,16,18,L5 hip,-11.385,0.088,-11.473,-658.80,10.0,0.026,12.20,32.0
107.065,step-12r0,16,18,L5 hip,-11.385,-1.582,-9.803,-1098.00,14.0,0.026,12.20,32.0
107.105,step-12r0,16,18,L5 hip,-11.385,-1.582,-9.803,-1098.00,14.0,0.026,12.20,32.0
107.156,step-12r0,16,18,L5 hip,-11.385,-4.307,-7.078,-1537.20,14.8,0.033,12.20,32.0
107.197,step-12r0,16,18,L5 hip,-11.385,-4.307,-7.078,-1537.20,14.8,0.033,12.20,32.0
107.248,step-12r0,16,18,L5 hip,-11.385,-7.119,-4.266,-1537.20,14.4,0.019,12.20,32.0
107.288,step-12r0,16,18,L5 hip,-11.385,-7.119,-4.266,-1537.20,14.4,0.019,12.20,32.0
107.339,step-12r0,16,18,L5 hip,-11.385,-9.492,-1.893,-1317.60,11.2,0.019,12.20,32.0
107.380,step-12r0,16,18,L5 hip,-11.385,-9.492,-1.893,-1317.60,11.2,0.019,12.20,32.0
107.431,step-12r0,16,18,L5 hip,-11.385,-10.811,-0.574,-658.80,6.0,0.013,12.20,32.0
107.471,step-12r0,16,18,L5 hip,-11.385,-10.811,-0.574,-658.80,6.0,0.013,12.20,32.0
107.522,step-12r0,16,18,L5 hip,-11.385,-10.898,-0.486,0.00,5.6,0.006,12.20,32.0
107.526,return,16,18,L5 hip,0.176,-10.898,11.074,0.00,5.6,0.006,12.20,32.0
107.567,return,16,18,L5 hip,0.176,-10.898,11.074,0.00,5.6,0.006,12.20,32.0
107.618,return,16,18,L5 hip,0.176,-10.898,11.074,0.00,3.6,0.006,12.20,32.0
107.659,return,16,18,L5 hip,0.176,-10.898,11.074,0.00,3.6,0.006,12.20,32.0
107.709,return,16,18,L5 hip,0.176,-9.580,9.756,878.40,10.0,0.013,12.20,32.0
107.750,return,16,18,L5 hip,0.176,-9.580,9.756,878.40,10.0,0.013,12.20,32.0
107.801,return,16,18,L5 hip,0.176,-7.031,7.207,1537.20,12.0,0.013,12.20,32.0
107.841,return,16,18,L5 hip,0.176,-7.031,7.207,1537.20,12.0,0.013,12.20,32.0
107.892,return,16,18,L5 hip,0.176,-4.131,4.307,1537.20,11.2,0.013,12.20,32.0
107.933,return,16,18,L5 hip,0.176,-4.131,4.307,1537.20,11.2,0.013,12.20,32.0
107.986,return,16,18,L5 hip,0.176,-1.670,1.846,1098.00,7.2,0.000,12.20,32.0
108.026,return,16,18,L5 hip,0.176,-1.670,1.846,1098.00,7.2,0.000,12.20,32.0
108.077,return,16,18,L5 hip,0.176,-0.264,0.439,658.80,3.6,0.000,12.20,32.0
108.118,return,16,18,L5 hip,0.176,-0.264,0.439,658.80,3.6,0.000,12.20,32.0
108.169,return,16,18,L5 hip,0.176,0.088,0.088,0.00,0.0,0.000,12.20,32.0
108.209,return,16,18,L5 hip,0.176,0.088,0.088,0.00,0.0,0.000,12.20,32.0
108.269,step+12r0,17,19,L5 knee,12.088,0.088,12.000,0.00,0.0,0.000,12.20,33.0
108.310,step+12r0,17,19,L5 knee,12.088,0.088,12.000,0.00,0.0,0.000,12.20,33.0
108.377,step+12r0,17,19,L5 knee,12.088,0.527,11.561,219.60,6.8,0.006,12.10,33.0
108.417,step+12r0,17,19,L5 knee,12.088,0.527,11.561,219.60,6.8,0.006,12.10,33.0
108.468,step+12r0,17,19,L5 knee,12.088,2.637,9.451,1317.60,10.4,0.013,12.20,33.0
108.509,step+12r0,17,19,L5 knee,12.088,2.637,9.451,1317.60,10.4,0.013,12.20,33.0
108.560,step+12r0,17,19,L5 knee,12.088,5.361,6.727,1537.20,12.0,0.006,12.10,33.0
108.601,step+12r0,17,19,L5 knee,12.088,5.361,6.727,1537.20,12.0,0.006,12.10,33.0
108.652,step+12r0,17,19,L5 knee,12.088,8.262,3.826,1537.20,10.4,0.006,12.10,33.0
108.693,step+12r0,17,19,L5 knee,12.088,8.262,3.826,1537.20,10.4,0.006,12.10,33.0
108.744,step+12r0,17,19,L5 knee,12.088,10.547,1.541,1098.00,6.8,0.006,12.20,33.0
108.785,step+12r0,17,19,L5 knee,12.088,10.547,1.541,1098.00,6.8,0.006,12.20,33.0
108.846,step+12r0,17,19,L5 knee,12.088,11.777,0.311,439.20,3.6,0.000,12.10,33.0
108.886,step+12r0,17,19,L5 knee,12.088,11.777,0.311,439.20,3.6,0.000,12.10,33.0
108.937,step+12r0,17,19,L5 knee,12.088,12.041,0.047,0.00,0.0,0.000,12.20,33.0
108.941,return,17,19,L5 knee,0.088,12.041,-11.953,0.00,0.0,0.000,12.20,33.0
108.982,return,17,19,L5 knee,0.088,12.041,-11.953,0.00,0.0,0.000,12.20,33.0
109.033,return,17,19,L5 knee,0.088,11.865,-11.777,-219.60,7.2,0.013,12.20,33.0
109.073,return,17,19,L5 knee,0.088,11.865,-11.777,-219.60,7.2,0.013,12.20,33.0
109.124,return,17,19,L5 knee,0.088,10.195,-10.107,-1098.00,10.0,0.006,12.10,33.0
109.164,return,17,19,L5 knee,0.088,10.195,-10.107,-1098.00,10.0,0.006,12.10,33.0
109.215,return,17,19,L5 knee,0.088,7.646,-7.559,-1317.60,11.2,0.006,12.10,33.0
109.256,return,17,19,L5 knee,0.088,7.646,-7.559,-1317.60,11.2,0.006,12.10,33.0
109.307,return,17,19,L5 knee,0.088,4.834,-4.746,-1317.60,12.4,0.013,12.20,33.0
109.347,return,17,19,L5 knee,0.088,4.834,-4.746,-1317.60,12.4,0.013,12.20,33.0
109.398,return,17,19,L5 knee,0.088,2.285,-2.197,-1098.00,9.2,0.000,12.10,33.0
109.439,return,17,19,L5 knee,0.088,2.285,-2.197,-1098.00,9.2,0.000,12.10,33.0
109.490,return,17,19,L5 knee,0.088,0.703,-0.615,-878.40,5.2,0.006,12.10,33.0
109.530,return,17,19,L5 knee,0.088,0.703,-0.615,-878.40,5.2,0.006,12.10,33.0
109.581,return,17,19,L5 knee,0.088,0.352,-0.264,0.00,3.2,0.000,12.10,33.0
109.622,return,17,19,L5 knee,0.088,0.352,-0.264,0.00,3.2,0.000,12.10,33.0
109.681,step-12r0,17,19,L5 knee,-11.648,0.352,-12.000,0.00,4.4,0.006,12.10,33.0
109.722,step-12r0,17,19,L5 knee,-11.648,0.352,-12.000,0.00,4.4,0.006,12.10,33.0
109.772,step-12r0,17,19,L5 knee,-11.648,-0.352,-11.297,-439.20,6.4,0.006,12.10,33.0
109.813,step-12r0,17,19,L5 knee,-11.648,-0.352,-11.297,-439.20,6.4,0.006,12.10,33.0
109.864,step-12r0,17,19,L5 knee,-11.648,-2.021,-9.627,-1098.00,11.2,0.019,12.20,33.0
109.904,step-12r0,17,19,L5 knee,-11.648,-2.021,-9.627,-1098.00,11.2,0.019,12.20,33.0
109.956,step-12r0,17,19,L5 knee,-11.648,-4.746,-6.902,-1537.20,11.2,0.013,12.10,33.0
109.996,step-12r0,17,19,L5 knee,-11.648,-4.746,-6.902,-1537.20,11.2,0.013,12.10,33.0
110.047,step-12r0,17,19,L5 knee,-11.648,-7.559,-4.090,-1537.20,11.2,0.013,12.20,33.0
110.088,step-12r0,17,19,L5 knee,-11.648,-7.559,-4.090,-1537.20,11.2,0.013,12.20,33.0
110.139,step-12r0,17,19,L5 knee,-11.648,-9.932,-1.717,-1098.00,7.6,0.006,12.10,33.0
110.180,step-12r0,17,19,L5 knee,-11.648,-9.932,-1.717,-1098.00,7.6,0.006,12.10,33.0
110.231,step-12r0,17,19,L5 knee,-11.648,-11.338,-0.311,-658.80,3.6,0.000,12.20,33.0
110.271,step-12r0,17,19,L5 knee,-11.648,-11.338,-0.311,-658.80,3.6,0.000,12.20,33.0
110.322,step-12r0,17,19,L5 knee,-11.648,-11.514,-0.135,0.00,2.4,0.000,12.20,33.0
110.326,return,17,19,L5 knee,0.088,-11.514,11.602,0.00,2.4,0.000,12.20,33.0
110.367,return,17,19,L5 knee,0.088,-11.514,11.602,0.00,2.4,0.000,12.20,33.0
110.417,return,17,19,L5 knee,0.088,-11.426,11.514,0.00,6.4,0.013,12.10,33.0
110.458,return,17,19,L5 knee,0.088,-11.426,11.514,0.00,6.4,0.013,12.10,33.0
110.520,return,17,19,L5 knee,0.088,-9.844,9.932,1098.00,8.8,0.013,12.20,33.0
110.560,return,17,19,L5 knee,0.088,-9.844,9.932,1098.00,8.8,0.013,12.20,33.0
110.611,return,17,19,L5 knee,0.088,-6.943,7.031,1537.20,11.2,0.006,12.10,33.0
110.651,return,17,19,L5 knee,0.088,-6.943,7.031,1537.20,11.2,0.006,12.10,33.0
110.702,return,17,19,L5 knee,0.088,-4.131,4.219,1537.20,10.8,0.013,12.10,33.0
110.743,return,17,19,L5 knee,0.088,-4.131,4.219,1537.20,10.8,0.013,12.10,33.0
110.794,return,17,19,L5 knee,0.088,-1.758,1.846,1098.00,8.0,0.000,12.10,33.0
110.834,return,17,19,L5 knee,0.088,-1.758,1.846,1098.00,8.0,0.000,12.10,33.0
110.885,return,17,19,L5 knee,0.088,-0.352,0.439,658.80,3.6,0.000,12.20,33.0
110.926,return,17,19,L5 knee,0.088,-0.352,0.439,658.80,3.6,0.000,12.20,33.0
110.977,return,17,19,L5 knee,0.088,0.000,0.088,0.00,0.0,0.000,12.20,33.0
111.017,return,17,19,L5 knee,0.088,0.000,0.088,0.00,0.0,0.000,12.20,33.0
